curp,id_viaje,origen,destino
REED760721MDCRVZ15,v-002206,,
ORRM021119FAWRTO33,v-002206,,
RUHM610301FMRNMD95,v-002206,,
PERF010605MTJZRG45,v-002206,,
CHRC041121FMPMED30,v-002207,,
RACL000603MCSQBX59,v-002207,,
ESGD020330MTDQDU39,v-002207,,
ANRO600329MBRMSW99,v-002207,,
ANNB010923FCTTEL78,v-002208,,
TACN050808MCEWMI12,v-002208,,
CRLJ710726MGQAYB80,v-002209,,
VACA800906MHGUGZ46,v-002209,,
ESFH620230MNZPWO08,v-002209,,
AYMG030916FCXTLC64,v-002209,,
FEVF020517MGDYEF78,v-002210,,
RORM030505MPYZAW33,v-002210,,
CABA600403FDVJRD68,v-002210,,
GATA000520FCYBRT80,v-002210,,
TOMM000606FCUCYC38,v-002211,,
LEGA001114FSYMTW85,v-002211,,
MUSF560708MCEEPO32,v-002211,,
MOCO041030FGUUDH10,v-002212,,
HILL010805MCXEXA21,v-002213,,
MEFB810824FCSUDB41,v-002213,,
DESF010318MGIYYA74,v-002213,,
HUSJ740103MCWXWD17,v-002213,,
ALRF030608MMQDLZ69,v-002214,,
MACG081116MCGRDW16,v-002214,,
TOSE060425FGBWTZ02,v-002215,,
SEME030810MNGHDY57,v-002215,,
LELJ031104MDQTUJ97,v-002215,,
SAPE020428FMDMSG41,v-002216,,
LUVE050201MMRIRN61,v-002216,,
MUHD020916MTKNGS97,v-002217,,
GALJ020515MJWEKY44,v-002217,,
RIVM781113FNCIFP24,v-002218,,
GAML020516MPZHVP77,v-002218,,
HEVC020206FTQFPV55,v-002219,,
COZS030303FTVGHJ17,v-002219,,
RIVC030104MAIGLO50,v-002220,,
GOFA020829FPQWHQ17,v-002220,,
RESJ581020MTYVNV38,v-002221,,
RIGA010208FDMHBN40,v-002221,,
AYHM990710FNHIEN39,v-002221,,
CAAD051114MMMGLO54,v-002221,,
RORX710117FMCTCR81,v-002222,,
CALJ000106FMWVCT19,v-002222,,
GUSJ020403MCTPTE38,v-002222,,
LOGM000410FSIAUI64,v-002223,,
GOCN030314FCSIMY90,v-002223,,
ZARD560618MCVCHW97,v-002223,,
DIOP050208FZSFSA34,v-002224,,
REIC030202FDFBOE20,v-002224,,
VAHI020506FCIFQE44,v-002225,,
ZAMR000530MCDIDI10,v-002225,,
HEVC040818FOQFQD91,v-002225,,
GOMA780907MCUWPJ37,v-002226,,
GAMM010916FQWBBE24,v-002226,,
PEEJ540911FGYFCF15,v-002227,,
GANJ590903MCZEFL05,v-002227,,
BECD010714FMNYER32,v-002227,,
GOSL830318FQRHBO77,v-002228,,
LOAJ030627FCUKJP94,v-002228,,
CAMH790924MGADSB21,v-002229,,
CALL040926FQECEJ45,v-002229,,
RADI050923FMUREM25,v-002230,,
HECC040930FSVOZL80,v-002230,,
BREM030302FZUECQ06,v-002231,,
HEBR020914MBWGIW33,v-002231,,
CRAJ051025MCOJTH55,v-002231,,
HEGI580527FCAUNT17,v-002232,,
BABC030313MNNEVA71,v-002232,,
MERE030224MCCTRN16,v-002233,,
COGL551008FMPMQL52,v-002234,,
TURR041122FBWGNJ56,v-002234,,
IBMM000906FSGCYM49,v-002234,,
NORD010801FVWTOM75,v-002235,,
LOEM021106FBSOYC14,v-002235,,
PERH020116MQXLTE75,v-002235,,
RODD020929MCCVQN24,v-002235,,
GARC050406FQLEUF26,v-002236,,
MOEM010318FPRIMZ37,v-002236,,
MAMR820815FCPKRP89,v-002237,,
GASI030712FDLOOY37,v-002237,,
CHGG020730MMKTKP18,v-002237,,
TRLS031009FCAOFG69,v-002237,,
MOMM851026MCBUXE16,v-002238,,
HEII780213FHILEK41,v-002239,,
TRCV840429MMYHSJ03,v-002239,,
MOBU760628MYJSJH10,v-002240,,
ZUSJ031007MSAFKP77,v-002240,,
ESHA841011MSVQBV35,v-002241,,
RERL790812FQAXPC75,v-002241,,
RIOB610330FQWXHQ16,v-002241,,
CEJM050415FHADGR84,v-002242,,
SAYD810101FCQAWM53,v-002243,,
ALTA981025FSUYQI46,v-002244,,
HOCL060724MCBDVD91,v-002244,,
CUSM981124FCYGRZ58,v-002244,,
GAMC020813MNSEHO13,v-002244,,
CRCM030616FJARDC52,v-002245,,
VESR020113MQIOFI94,v-002245,,
MELJ050725MZSIDV81,v-002245,,
RALF020822MHXPJR05,v-002245,,
SORE041012MCJLFW07,v-002246,,
MORJ040403MCVFEJ23,v-002246,,
LECV040226FNJXJI98,v-002246,,
ROGM020518FSLXVF32,v-002247,,
ARNF010402MMLGPX50,v-002247,,
ROAJ050604MSMNAI55,v-002247,,
DUVD011102FYIMXR93,v-002248,,
VARG770702FHKUFX40,v-002249,,
VABV000102FBBNQW96,v-002249,,
TOST010401MTUKGO10,v-002249,,
FLVC031110FAZMWU16,v-002250,,
CARM010522FGHIAJ76,v-002250,,
FAZJ050929MMEZIX46,v-002250,,
COCB040112MCOYJR21,v-002250,,
MEBJ010113FCIACX77,v-002251,,
ENYJ580102MVKXVL78,v-002251,,
DECM810702FCXURG82,v-002252,,
ESCT530608MCHHDE86,v-002252,,
REJM050718MGIDHL56,v-002252,,
JAVJ770410MCDWXF62,v-002252,,
SICD860424FSXLIC49,v-002253,,
HEGO851025MBOZFF39,v-002253,,
VEEG020612FNAOXZ27,v-002254,,
PRRM060808FCVVRE91,v-002255,,
CRRA610116FTYWKU09,v-002255,,
JUMC980304FCZXNQ43,v-002256,,
CHDC050807FTLNNH28,v-002256,,
GABM040216MOKYIR21,v-002256,,
GOPM040601FAOFZF88,v-002257,,
RIGJ010815MCQZHP64,v-002257,,
RUBG030824MSJASF28,v-002257,,
DERH640826MQHZDH78,v-002258,,
ORVL031011MNHUZY47,v-002258,,
VAFM820427FGDJFP50,v-002258,,
FLPL790724MMLXJN17,v-002258,,
HEAJ010505MSNHZL18,v-002259,,
FLHL041124MZOHOU11,v-002259,,
SEEL010901FJOOHE69,v-002259,,
RUFM800217MBMGWN66,v-002260,,
HEGH600302FAMJJJ53,v-002261,,
ORRB781115FCMZBZ10,v-002261,,
HEMA551114FCUWCK18,v-002262,,
COOY770412FMSELR08,v-002262,,
LOLG580611FSBNFQ76,v-002263,,
NULE720609MBBDQG94,v-002263,,
RURA051106MCVBPX69,v-002263,,
AHML981024FCVRUG31,v-002264,,
GOBJ000320MPJITK13,v-002264,,
GUMG040605FPOAPV25,v-002264,,
CHCE810209MNNJYC57,v-002265,,
ROPR740628MMTIRA89,v-002265,,
HESB010511FAXFPX00,v-002266,,
DOSC020104FCTLCR41,v-002266,,
PATM791008MZBQLJ41,v-002267,,
SASR010425MQFDFE54,v-002267,,
MEHJ010601MVEIYM04,v-002267,,
VIMM030303FJBNJM13,v-002268,,
SIET060318FSRDVD11,v-002269,,
CASY860205FAPEWD53,v-002269,,
ORVF770510FGPOMK24,v-002269,,
AYLS030611MCUXEF77,v-002269,,
ALMJ031125MQCGJG10,v-002270,,
RORA610610MCVGON43,v-002271,,
ROCE560824FGAWUK53,v-002272,,
ACOF040724MCAGKJ28,v-002272,,
GOPM030708FGTBUP06,v-002272,,
VEBI030220FYUKWL08,v-002273,,
MELM031020FQHNXT09,v-002273,,
SOCC600903FJIFTC04,v-002274,,
LUBM010717FMBKOH89,v-002274,,
CAMR050409MTUOLN82,v-002274,,
MOPR570510FQXCXO49,v-002274,,
RACN020629MQMYHA99,v-002275,,
MAVE650929MVGFDD41,v-002275,,
MOMT670616FYRZUW91,v-002275,,
MEOM050717FGZGGY12,v-002276,,
PACH851022FCLZGJ73,v-002276,,
BABR020126FSODKB60,v-002276,,
MOGJ031101MCFYJX25,v-002276,,
MOMA030705MCPCHY16,v-002277,,
ESFL010512FMKBGQ09,v-002277,,
ALRH760230MMXLWY85,v-002278,,
FRRK070411FCKQAQ07,v-002278,,
MAJJ030205MMCRFQ80,v-002279,,
VEIR780614FYBJSS81,v-002279,,
PEGN790507MCMUEA41,v-002279,,
MOMG031004FQJOQD48,v-002279,,
HEAR990615FSIXWM75,v-002280,,
CACG770422FCMJQV86,v-002280,,
ROGJ810706MQDCDL15,v-002281,,
JICW060111FMATVG58,v-002281,,
RARG020502MQWNBG81,v-002282,,
RIDY030419FCVNTI40,v-002282,,
FLLJ020825MPZXXR12,v-002282,,
GUHR820323MSHPMO91,v-002282,,
LAPR030626FMVQPM15,v-002283,,
COLR020222MCUDNZ00,v-002283,,
ALMM030903FCVZGA99,v-002283,,
LOBA020603FGSKCW74,v-002284,,
CASJ810703MCSDBR03,v-002284,,
REGL021124FQKUMA24,v-002285,,
GORO010127FOURLF77,v-002286,,
ALYA040316MAUTQA99,v-002286,,
GOTR970614FBFAXX32,v-002287,,
DELB010316MMKEJV37,v-002287,,
GOGM011118FCFDNF69,v-002287,,
CRRA750704FCNELA79,v-002288,,
BEMJ010312MCCTUV31,v-002289,,
LUFC050509FMBLKB57,v-002289,,
QURJ010630MMSDNP97,v-002289,,
LOCC830711MAILCH38,v-002289,,
SAER010515MCFYMJ09,v-002290,,
BAAC000610FMTZOF27,v-002290,,
ESLM580801FSSXYF19,v-002290,,
HEVA071125MBFLNG80,v-002290,,
GOCB030111FJKCOB79,v-002291,,
BRUH041017MATMTR75,v-002291,,
ALHG750116MOPXNG11,v-002291,,
CHNM721125MHPZWQ26,v-002291,,
CURD040424FCUUEE45,v-002292,,
BUVI620226MYMAVJ00,v-002292,,
TROJ560621MVAJDL57,v-002293,,
FRVJ020712MCMYSP66,v-002293,,
MEFD980225FBMSDC69,v-002293,,
RAVV031020MCOHWO01,v-002293,,
HEOO820417FDJAHC13,v-002294,,
POML000529FSIUGO93,v-002295,,
KUGR080702FZJYKQ24,v-002295,,
SAGE600826MBEBRO61,v-002295,,
ALTM820714MNQYHK44,v-002296,,
SOSM030816FBSVTR43,v-002296,,
VICM050404FCQBXQ24,v-002296,,
GUSJ020113MAEUQQ05,v-002296,,
CAPJ600105MCUAMR46,v-002297,,
RAMJ040912MCKYLQ40,v-002297,,
POZA810606FTZFIE97,v-002297,,
SAJF770727MTANIG91,v-002298,,
LOPL030527FBALFI90,v-002298,,
FEFE060116FNEXGA19,v-002298,,
RISC040818MSVNBM06,v-002298,,
VECD990101FTCEBS36,v-002299,,
VAMA810601FMYFWY71,v-002299,,
PICC001008MCKDUD92,v-002300,,
CAAA020718FJPDCW73,v-002300,,
BOGA990816MVLHAK51,v-002300,,
VAQR990220MTBWIP35,v-002300,,
GAJS030328FTDRHX82,v-002301,,
RIMR020213MTBFIG97,v-002301,,
YOBG031113MYGZSC45,v-002301,,
ALMN040703FMOBCI74,v-002302,,
VAOK021017FCCNZB46,v-002302,,
VEGG040904FCKCBV62,v-002302,,
COSJ021030MNOBQY80,v-002302,,
HEBA000616MCYVLZ49,v-002303,,
CUAL010703FAWEXT87,v-002303,,
COLA040716FCWXFR24,v-002304,,
ALSM021105FGALBL67,v-002304,,
JIRJ661111MAFHLF82,v-002305,,
ALLJ010206MBDTBI77,v-002305,,
CABO970105MCKBBX08,v-002306,,
GUVP050318MTQZVE17,v-002306,,
AVVD001023FABMEV14,v-002306,,
MAFH591125MZTNYX31,v-002306,,
PESJ021006MSKARC77,v-002307,,
CIMM600910FCSHUN51,v-002307,,
RARL000418MSGXWX98,v-002307,,
MAGP040406MJIVXI54,v-002308,,
MOBJ030906MCPCZR88,v-002308,,
LLAD040418MMJASL10,v-002309,,
SACJ030114MALCBB41,v-002309,,
MUML621001MTXUGK37,v-002309,,
ROBD040403FMUIYF90,v-002310,,
LOMF080507MCGLLJ28,v-002310,,
PECF780919MBSQAR77,v-002311,,
ALTM020312FYFZUN76,v-002311,,
GAGM060312FPEVIU72,v-002311,,
CASJ851109MGGXWQ30,v-002312,,
VICH800514MBRPSM19,v-002312,,
TOJN041124FVECYD20,v-002312,,
HECP010517FCGJOQ31,v-002313,,
CAMC560419FAVVDK79,v-002313,,
FUVM010528FCTSAE13,v-002313,,
OLSC020324MQRADZ97,v-002313,,
GIRM030530MDEGBZ67,v-002314,,
ROCM760220FTEZBA22,v-002314,,
CRCP031029MTCQRX94,v-002314,,
CECD010904FNVTUT73,v-002314,,
MAGJ520701MMWVRK51,v-002315,,
JUMJ620910MMRHGV40,v-002315,,
REOF041029MMKDSS48,v-002315,,
LULB010901FGCYKZ39,v-002316,,
ARVM030102MSHRBN89,v-002316,,
ORVA800817FMCLFF05,v-002316,,
ARRG041001FMIDXI87,v-002316,,
MOGJ001003MBGSTO99,v-002317,,
JIRM790129MBCFCB47,v-002317,,
HECR050327MATKTD03,v-002317,,
CAVS050212FVSMIO33,v-002318,,
ROTB030923MTWLVD31,v-002318,,
MARM020605MCMFYK84,v-002319,,
PEPB000113FTNSWZ63,v-002319,,
REMD010712MCKTFG21,v-002320,,
ZAMA010401MOVFDQ13,v-002320,,
ALMR040205MBAZKZ78,v-002320,,
SOCC590624FYOGPT34,v-002321,,
GAMF000928FMTLEZ73,v-002321,,
GOVV031027FMKMPN06,v-002321,,
MEMO000103FOMTXH76,v-002321,,
ROCA030304FSNJGM59,v-002322,,
GOPM041117FDPYMA64,v-002322,,
RIVP770820FHBZOF93,v-002322,,
NALJ030811MYWCIH50,v-002323,,
ZACE000517MZWTJD33,v-002323,,
DECR641110FSDIRS56,v-002323,,
HEGM980626FACVCA04,v-002323,,
JUMS040225MGBSRI34,v-002324,,
ALRE020315MSAQVE35,v-002324,,
REFM030517FTLYRZ27,v-002324,,
CANV710228MNIJWB06,v-002325,,
MOMA031029MVZLLH31,v-002325,,
DIRN830717FGBZMY92,v-002325,,
CAMM001127FYFYRZ91,v-002326,,
EKJD840526FNSGCY93,v-002326,,
GABC630920FBKNNT49,v-002326,,
POCP990209FTSCCR84,v-002327,,
VEMG020708MBDYIO47,v-002327,,
VARE000618FCCNRN95,v-002328,,
DENC790118FCCRCI05,v-002328,,
HEEO020507MTEIYW18,v-002329,,
VIAD020628MVJYXL47,v-002329,,
CAVJ030310MTSHRE69,v-002330,,
FLMA010320FOANKB29,v-002330,,
ECGO550201MMUXHV25,v-002331,,
MACJ990108MSVPES67,v-002331,,
AVGE050528MGCKZG45,v-002331,,
POMF010716MQMUKD54,v-002332,,
ESSC000907MOMJAM33,v-002332,,
LEDG030520MZSPPC27,v-002332,,
CHGS020427MQUKXL68,v-002332,,
GONB020628FMJQJK94,v-002333,,
CACM030729FTRHBP23,v-002333,,
MOMP040307MSOHGQ63,v-002333,,
SAVJ010319MCWOAJ45,v-002334,,
AVMR010105MOCCBV16,v-002334,,
RUGM020415FOXZCI06,v-002334,,
MAFL051028FSGPCW07,v-002335,,
MAVI040201MMVKSA38,v-002335,,
HETL030617FSMUCC68,v-002336,,
DOHM040130FHUMJK32,v-002336,,
CRRM030713FSKIFV36,v-002336,,
GOLC820202MTCRNU47,v-002337,,
RUTA031016FSJXVI97,v-002337,,
GUCH030819MTFDDI87,v-002338,,
BAGE030513MSNTQC73,v-002338,,
ANAM030421FGCYIW15,v-002339,,
MODR050407FCDFHW20,v-002339,,
IBNI061108FCZLMA82,v-002339,,
TICJ040622MSNSCR15,v-002340,,
HEFN010528FTYOOI19,v-002340,,
MAHA780428MSKAQQ49,v-002341,,
CAMM020602FTDIBH21,v-002341,,
NAAT020621FQIBDX06,v-002342,,
SAVB820528FORMNY17,v-002342,,
MOMA770110FVXJKW97,v-002342,,
PEMB020905FVMPHX13,v-002343,,
BASS980703FSZPPF15,v-002343,,
VERI020726FZCHPU82,v-002344,,
MEDB020102FGDBIX38,v-002344,,
RESJ040922MGAMQA73,v-002344,,
SEMG001103FCLJIQ60,v-002344,,
BAGV990901MYJCLD63,v-002345,,
PEGE040119FSSUES77,v-002345,,
ROCS031110MQLZFG38,v-002346,,
ZUOA040901FPNYFD83,v-002346,,
GOCB050623MCSQNZ08,v-002347,,
VARJ980621MCIMNB88,v-002347,,
SABH021016MZYJFG63,v-002347,,
ARRA740512FYNFKS20,v-002347,,
PEGD580103FZNXMG59,v-002348,,
PEBM020517MPOUVE91,v-002348,,
PEMN040715FVVIXR29,v-002348,,
PELP020924FSTSCV08,v-002349,,
VEVL000112MSOXUO97,v-002349,,
TRDM860524MQAUTA40,v-002349,,
GULL020401FAGMMN63,v-002349,,
CUEA020407MQPQTH66,v-002350,,
DIHF010315FBESLW65,v-002351,,
SOAC790418FSUREP73,v-002351,,
SAGS010728FSWPEP71,v-002351,,
ARDA040406MYUITS50,v-002352,,
MARA570526MCKKFS70,v-002352,,
MASE001114MPOABT69,v-002353,,
BAAT010206FMJJRT84,v-002353,,
MESD770416FSZXFB51,v-002353,,
SASL040318MSTFNV58,v-002353,,
SAMA021012MJXVSD47,v-002354,,
RORT050320FGHXZU86,v-002354,,
GOAA021128MQLPKR49,v-002355,,
URJE781008FGDEIC47,v-002355,,
CALA010915MVATBC51,v-002355,,
MOSC580509MYXVVY47,v-002356,,
MOME870624FDRYIR32,v-002356,,
SATA980226MTQKUQ25,v-002357,,
ROVA050720FQAGBI48,v-002358,,
CACT840614MCDOGN70,v-002358,,
COIK000723FTMUQI47,v-002359,,
TODL040812FBJIOO83,v-002359,,
GURP030404FYBAAH87,v-002359,,
RONM010708MVQDHL07,v-002360,,
MAHN050609FDSMJC60,v-002360,,
EULL791030MVOTRK44,v-002361,,
GOGL010821FSEWOJ18,v-002361,,
ORSH070724MCMPLQ80,v-002362,,
BASM040408FCYHTJ92,v-002362,,
JIGA010627FCYLUG05,v-002363,,
BERD041101FAIFHW51,v-002363,,
ESAB650508MTZEIQ03,v-002363,,
ARMS830309FCLTNE13,v-002363,,
GARV000708MQCUDR84,v-002364,,
ESSS830523MNFECH50,v-002364,,
CAGZ990822FSTZTB95,v-002365,,
AYHG010627MBQNYT17,v-002365,,
MAMA070905FSREBU27,v-002366,,
FLFA000209MOFJER61,v-002366,,
SABF020408MZSYYH98,v-002366,,
CRSN850211FTUPUA74,v-002367,,
COEL980816MQOKXF92,v-002367,,
SAHG020417MNQUBX71,v-002368,,
GACC780625MCKYOI72,v-002368,,
CAPJ060320MQANLZ57,v-002369,,
ROVS760222MCQRVZ17,v-002369,,
RALY010126MQMVOV11,v-002369,,
RAOJ020915FQKGNB84,v-002369,,
CARF041126MNNGSF93,v-002370,,
HUAG040319FDHWIH17,v-002370,,
MOMI040612MSXVIZ30,v-002370,,
ALVA020223MCBEAD64,v-002371,,
LOCD030207FTJHTV60,v-002371,,
CATI031023FTZZML68,v-002371,,
VAME970709MHMOFM45,v-002371,,
GEGG010308FNLVTR31,v-002372,,
HERV840130FBPYXA02,v-002372,,
RISE040926MCRFCU53,v-002372,,
AGDA030307FBZKEJ79,v-002372,,
MAGJ040717MQKJZV41,v-002373,,
RAMB800101FSFAJS17,v-002373,,
SOLS740102FQTLWF09,v-002373,,
DERE020924MSUCKF26,v-002373,,
PANA000607FAPCTI59,v-002374,,
OLMM030216FTGDAN03,v-002374,,
ARAG030120MNXOYP91,v-002374,,
VERL030827FSHQZJ67,v-002375,,
GRBO800821MQIIGC88,v-002375,,
GACG010405FQRITY56,v-002375,,
AMGA740815MHIQPP08,v-002376,,
PAHN740803FJSGLV84,v-002376,,
VAME020615MQGYGG91,v-002377,,
DICA040429MHPLRZ71,v-002377,,
CAAM010102FSBFAJ35,v-002377,,
ORRC030329FCOOKZ81,v-002378,,
ZAJE840301FSBNHK13,v-002378,,
COHL000229FCXGWU75,v-002378,,
RIPA020427FDILLH44,v-002378,,
LASS050717MPTXSW86,v-002379,,
CUJJ040611MHCJNB58,v-002380,,
CAOH840101FHDFFD03,v-002380,,
ESMR030227MSPPUM63,v-002381,,
JART030625MBTUQU05,v-002381,,
DITF021115MTVBMT30,v-002382,,
CHDJ030317MCWKQK69,v-002382,,
ZACM801114MQPXGL29,v-002383,,
PAFV020321MJZDLV57,v-002383,,
SAAJ630821MGTXHQ96,v-002383,,
PEEM040116FMJWUB59,v-002384,,
SADJ020412FMFMEE41,v-002384,,
CRMS610724MQHSVJ13,v-002384,,
CALG030102FQGKLD16,v-002385,,
DITK580313FMDDJF81,v-002385,,
DEHF810408MQCLZX66,v-002386,,
BRGM600508FPIYYV44,v-002386,,
GUGM540704FCDSNT04,v-002386,,
CETJ010506MZNZFI91,v-002387,,
CEMF010822FGGQUX15,v-002387,,
TREA000302MQRQLZ22,v-002387,,
DUQP840126FSBJWU67,v-002388,,
LOHJ020312MHXAMT42,v-002388,,
MALL780207FYBTXC35,v-002388,,
ROCD031117MCBMKB59,v-002389,,
POLA990714FCMKOH36,v-002389,,
LORD990806MCKQHI52,v-002389,,
FEPJ030807FAYWOW67,v-002390,,
SAGO040606MCUBLA50,v-002390,,
ROAE040126FBMCJA73,v-002390,,
RACC020823MCVZRT96,v-002391,,
MEVR040911MTAPBT60,v-002391,,
NAEE020909MNTIFK30,v-002391,,
JUPE010809MSUYXT56,v-002391,,
MERV030205MTRIHY32,v-002392,,
ELRR040424FZTPSD41,v-002392,,
ALNF780502MCIJJC24,v-002393,,
CADC000522MCGXJE36,v-002393,,
CAMS961021FJFNSM60,v-002394,,
CRAC000414MCJVQB11,v-002394,,
HEAA040411MMEMYM38,v-002394,,
MEGJ030129MAAJXB70,v-002395,,
RAVE050429MCSAPM98,v-002395,,
MASV040915FGLVHM88,v-002395,,
HECS040122FPZBLT15,v-002396,,
BASF820329MDKDKY02,v-002397,,
BIMW000108MSWRBR56,v-002397,,
URRO030907FBNQSR57,v-002398,,
BENJ050519MGDIHN24,v-002398,,
VIML010219FDSIRK11,v-002399,,
VETA750507MOWYCN32,v-002399,,
NAPA020216FCSPWE96,v-002400,,
GONG020304FOGONB64,v-002400,,
BERI040101FSSLGG15,v-002400,,
ANRB760328MSWJGG02,v-002401,,
ANOJ630511MSGVRA16,v-002401,,
GAGA020725FPEVAX01,v-002402,,
LORL800213FNHCEN08,v-002402,,
LODE020427FZBZBS56,v-002403,,
NUVJ820230MSPNPA53,v-002403,,
GOHC060305FSJMNO69,v-002404,,
JAAJ010924MCHGOH15,v-002404,,
AGRF060621FTMBTN65,v-002404,,
LOEL840909FCFPYR82,v-002405,,
AGAL050221FJTIXM25,v-002405,,
ARJE010212MCMFVK11,v-002405,,
HETJ020421MSWAVN06,v-002406,,
PELJ041011MSOWSP61,v-002406,,
LOHA020408MJVRBX12,v-002406,,
DIDJ040911MNGWNQ74,v-002407,,
MOLG041015MCKAVP01,v-002408,,
GABI010804MGCQQN29,v-002408,,
CRFJ040513MSHUNA77,v-002409,,
VERA061121FMKFDV91,v-002410,,
JUMH631106FOYZET70,v-002410,,
MEVJ000225MGMJBW38,v-002410,,
LESE620924FGRNIJ48,v-002410,,
ZAGM611010MJQTHH36,v-002411,,
BASM820813FHBCSJ09,v-002411,,
RICR650420FSDRLG69,v-002411,,
ALHM600521FHYZFI89,v-002411,,
PEAA831125FYHWUG46,v-002412,,
CAGB010902FSDDNI61,v-002412,,
SAFO840319FSBFWQ27,v-002413,,
JUMA830722FGQCLV82,v-002413,,
FLLR030326MTDLYB96,v-002414,,
CATV990903MMYFFR40,v-002414,,
MUGJ660103MCIAQN10,v-002415,,
GUSF030615MGALRX09,v-002415,,
BAMP830304FGNVHH10,v-002416,,
MOGA031018FMBYTY10,v-002416,,
CARC871103FNIENE25,v-002417,,
JASL030920MVLGPF90,v-002417,,
PICM051029FNLONB13,v-002417,,
DENB030120FMRAFE88,v-002417,,
SAFG060722MSORAB91,v-002418,,
BALG760507MCPRUQ82,v-002418,,
BRDJ021113MOUQQC69,v-002418,,
MODI000320MBVMGA75,v-002419,,
SABF820519FSBCDB18,v-002419,,
MOGM000208FMOQFW58,v-002420,,
FEVC010405FCMDRB45,v-002420,,
FAMM010614FTNADD51,v-002421,,
HEDI030903FGYYNT65,v-002421,,
RERT020118FCHHWA11,v-002422,,
VEMY000325FHRJUG27,v-002422,,
BARN980204FMKUAH52,v-002422,,
ESGS030830FOLYBZ86,v-002423,,
CEGJ030726MBBJLH92,v-002423,,
ORCM751110FCVWUP45,v-002423,,
HECJ040308MCGIYS32,v-002424,,
VAPC050118FCWKLA02,v-002424,,
OLCM510319FCDTPD96,v-002424,,
MUMT031004FBBDYD79,v-002424,,
OREJ981123MMRRYC25,v-002425,,
PLGJ021113FAZCQT97,v-002425,,
RARM831024FCBCEW74,v-002426,,
PECZ020709FJURAE03,v-002426,,
ASOM030130FDJAPX38,v-002427,,
PAMS830728FCTMSI46,v-002427,,
VAVV030319MTJIKA06,v-002427,,
HEPJ010901MMCJTX37,v-002427,,
AGMP560325MOWEKR51,v-002428,,
COMJ000911FCNGSF73,v-002428,,
LOAB030408FSIBEQ28,v-002428,,
GOLM630208FCJGWU14,v-002429,,
COSD030721FCDESU16,v-002429,,
VISM020616FBGXPM05,v-002430,,
MOQJ001111MTZSXO41,v-002430,,
HEFM750227FNGEIZ95,v-002430,,
MAMM631111MGHADE32,v-002431,,
VEMJ040409MCFWVA42,v-002431,,
ALLJ780506MSUSBO35,v-002431,,
MAJR001119MGVZHL29,v-002432,,
MATJ840310MCDYPZ06,v-002432,,
GASS851008FCKIJT54,v-002432,,
ALRD031028FPHDTH73,v-002432,,
LOTS990517MGTMNC70,v-002433,,
TOBM000422FPPCGK53,v-002433,,
CAZJ771006MHSDRS37,v-002434,,
VAZA020919MCFPUW11,v-002434,,
HEMD031008MHRAGK36,v-002435,,
ANVM000413FPPBDR21,v-002435,,
LORA820928FSDPEL27,v-002435,,
DICC050507MCKBLJ31,v-002436,,
VECA021117MABDTB97,v-002436,,
JIBA010227MMMHSH57,v-002436,,
ZACS030215FQMFUW79,v-002437,,
MACO600423MATYCC62,v-002437,,
BEDD050627FBWBYO45,v-002437,,
DIPV040105FOCZQB72,v-002437,,
VEGS030811FQBUXM53,v-002438,,
GAMA020420MHFCSL56,v-002438,,
JIDF040125MPXHUQ49,v-002439,,
MUFM020825FMJLLW74,v-002439,,
VAHC010807FBTSYS34,v-002440,,
GAAR860620MDBYXV76,v-002441,,
CACM020708MQFEND14,v-002441,,
GRRT030702MHFKMJ00,v-002441,,
HESM040412MPXOFL51,v-002442,,
ACPE060601FQIMCX40,v-002442,,
SAVE790824MNWVXH00,v-002443,,
FAPJ600726MOLTEP29,v-002443,,
ALBG020930MHCOTD58,v-002443,,
MACC010614MCVMHE19,v-002444,,
LOGN780105FNTQYK12,v-002444,,
MACJ031106MZIOBZ66,v-002444,,
GAAR020118FSGYNT87,v-002445,,
PLHR000110FCCERA63,v-002445,,
DEGA051012MDDROG49,v-002446,,
TOCJ640426MPMSRX86,v-002446,,
HEPL020111MCOGJW37,v-002447,,
ESFE021130FTSEDU78,v-002447,,
GUHC760404MMVYJV96,v-002448,,
MEAE720118MVTHMU11,v-002448,,
RODE030514FPVUOX50,v-002449,,
BAML570427MMNYWR60,v-002450,,
VIAM020229FHURLR51,v-002450,,
ROAA571009MVNIJQ43,v-002451,,
GOZA780516FSHNNK97,v-002451,,
GOGJ020709MQCJVB00,v-002451,,
CRCP740819MYTKEY31,v-002451,,
SEHG030713FBAJNO01,v-002452,,
ORGH021014MDCYLK82,v-002452,,
COLD540109FPLCYC78,v-002452,,
FLMA741017FBZHLL94,v-002452,,
RERR020503MDSGLI43,v-002453,,
DECC040501MTSHEG62,v-002454,,
AGRE020326FQTVII87,v-002454,,
RORM030825FSGLHE23,v-002454,,
VAMS040728MZUHAM81,v-002455,,
SASS050711FSONSC17,v-002455,,
BERT030711MTWQSI85,v-002456,,
MAOJ000508MSYSMM44,v-002456,,
MEOS790523MPHCJG23,v-002457,,
CALG070121MTZLZQ17,v-002457,,
AMIJ000730MJAVZD26,v-002457,,
MISN780129FHPIBV41,v-002458,,
VAQJ711122FCEZNG95,v-002458,,
JEAI871106FSYVYW13,v-002459,,
ORJM020108FNHFIV86,v-002459,,
LAIP020504MVZFNZ86,v-002459,,
BAPH760107MCKLND44,v-002460,,
VARE660514MHFPGR65,v-002460,,
