curp,nombre,a_paterno,a_materno,calle_num,municipio,cp,colonia,estado,tel_casa,tel_celular,email,fotografia,facultad,instituto,unidad,es_alumno,es_academico,es_trabajador
FLPP040926MJRPAR33,RICARDO,FLORES,PALACIOS,Rio Tonala 28,Iztapalapa,90300,Paseos de Churubusco,Cuidad de México,5524999009,5653488840,ricardoflores04@psicologia.unam.mx,proyecto/data/photos/photo_FLPP040926MJRPAR33.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
NAPP040927MDWXMY40,ENRIQUE,NARVAEZ,PIÑA,Justo Sierra Lt 3 Mz 96 Zn 01,Iztapalapa,95000,Santa Maria Aztahuacan,Cuidad de México,5552445230,5567896345,enriquenarvaez04@ingenieria.unam.mx,proyecto/data/photos/photo_NAPP040927MDWXMY40.png,Facultad de Ingeniería,Instituto de Investigaciones Jurídicas,No aplica,True,True,False
ORNP650708MTRHDP64,JUAN PABLO,ORTEGA,NERIA,Talara 76,Gustavo A. Madero,70200,Tepeyac Insurgentes,Cuidad de México,5654649648,5626287614,juanortega65@tienda.unam.mx,proyecto/data/photos/photo_ORNP650708MTRHDP64.jpg,No aplica,No aplica,Tienda UNAM,False,False,True
MANR651020MZNRJL10,JORGE JAVIER,MARTINEZ,NARVAEZ,RASCARRABIAS 50 DEPTO A604,Benito Juárez,36000,VERTIZ NARVARTE,Cuidad de México,5574647213,5527812206,jorgenarvaez65@cepe.unam.mx,proyecto/data/photos/photo_MANR651020MZNRJL10.png,No aplica,No aplica,CEPE,False,False,True
TZDR010525MDTTDA80,JUAN CARLOS,TZAB,DE LOS SANTOS,Cantil No. 141- a,Álvaro Obregón,19000,Jardines del Pedregal,Cuidad de México,5641241181,5623458986,juantzab01@enallt.unam.mx,proyecto/data/photos/photo_TZDR010525MDTTDA80.jpg,"Escuela Nacional de Lenguas, Lingüística y Traducción",No aplica,No aplica,True,False,False
RIGR020707MMXFRK81,TIRZO,RIOS,GASTELUM,CDA ZAPATISTAS L4,Iztapalapa,95500,MONTE ALBAN,Cuidad de México,5647271454,5503008678,tirzogastelum02@mvz.unam.mx,proyecto/data/photos/photo_RIGR020707MMXFRK81.png,Facultad de Medicina Veterinaria y Zootecnia,Instituto de Geografía,No aplica,True,True,False
HERR581008MTDKJI66,HIPOLITO,HERNANDEZ,RENTERIA,Iztaccihuatl Mz 17 Lt 21,Iztapalapa,97080,Mixcoatl,Cuidad de México,5580325386,5532872464,hipolitohernandez58@juricas.unam.mx,proyecto/data/photos/photo_HERR581008MTDKJI66.jpg,No aplica,Instituto de Investigaciones Jurídicas,No aplica,False,True,False
TZBR060801MTRDUN07,MODESTO,TZAB,BELTRAN,Lomas de Sotelo 825 Edif 9 Ent C Depto 106,Miguel Hidalgo,11200,Lomas de Sotelo,Cuidad de México,5542992364,5540813216,modestobeltran06@medicina.unam.mx,proyecto/data/photos/photo_TZBR060801MTRDUN07.png,Facultad de Medicina,No aplica,No aplica,True,False,False
MEAR020212MGWKZH33,GONZALO ANTONIO,MENDOZA,ALEJANDRE,Quetzal 3 Depto 4,Magdalena Contreras,10100,Unidad Independencia,Cuidad de México,5579553240,5611114190,gonzalomendoza02@ciencias.unam.mx,proyecto/data/photos/photo_MEAR020212MGWKZH33.jpg,Facultad de Ciencias,No aplica,No aplica,True,False,False
SAPS880616MCXGUZ21,ANDRES,SANCHEZ,PATRON,Canal Elba Trave Mz 16 Lt 03,Iztapalapa,97500,Insurgentes,Cuidad de México,5523778495,5594400447,andressanchez88@geografia.unam.mx,proyecto/data/photos/photo_SAPS880616MCXGUZ21.jpg,No aplica,Instituto de Geografía,No aplica,False,True,False
CHGS001104MCBNDQ35,BENJAMIN,CHAN,GARCIA,Poniente 25 a 4119,Azcapotzalco,29500,Del Gas,Cuidad de México,5681515675,5587014107,benjamingarcia00@arquitectura.unam.mx,proyecto/data/photos/photo_CHGS001104MCBNDQ35.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
MOGS811013MQNSQF61,FELICIANO,MORALES,GOMEZ,Kepler 66,Miguel Hidalgo,11590,Anzures,Cuidad de México,5530956439,5609226392,felicianomorales81@archivo.unam.mx,proyecto/data/photos/photo_MOGS811013MQNSQF61.png,No aplica,No aplica,Archivo General,False,False,True
GOMS040102MCNERE22,MARIO ALBERTO,GONZALEZ,MAXIMO,Heroe de Granaditas 93 Depto Acc a,Cuauhtémoc,62000,Morelos,Cuidad de México,5596719994,5579410781,mariogonzalez04@economia.unam.mx,proyecto/data/photos/photo_GOMS040102MCNERE22.png,Facultad de Economía,No aplica,No aplica,True,False,False
AGPS560225MNYHGU38,MARIO,AGUAYO,PEINADO,Circ.rio Salinas 44,Iztapalapa,90300,Paseos de Churubusco,Cuidad de México,5535168039,5553615011,marioaguayo56@deporte.unam.mx,proyecto/data/photos/photo_AGPS560225MNYHGU38.png,No aplica,No aplica,Alberca,False,False,True
ROSS031003MQBBSI73,PEDRO,RODRIGUEZ,SANCHEZ,AGUSTIN GUTIERREZ 61 DEPTO 201 ESTAC 5 Y 6,Benito Juárez,33400,GENERAL PEDRO MA ANAYA,Cuidad de México,5663165144,5599019802,pedrosanchez03@odontologia.unam.mx,proyecto/data/photos/photo_ROSS031003MQBBSI73.jpg,Facultad de Odontología,Instituto de Ingeniería,No aplica,True,True,False
RODU660723MGPBYE55,ALFREDO,ROBLES,DE LEON,Sillon de Mendoza 19,Tlalpan,14050,Toriello Guerra,Cuidad de México,5609633437,5676788455,alfredode leon66@torre.unam.mx,proyecto/data/photos/photo_RODU660723MGPBYE55.jpg,No aplica,No aplica,Torre II de Humanidades,False,False,True
VAAW031115MTBIAR55,DIONICIO,VALDIVIA,ALDANA,SN JERONIMO 19,Xochimilco,16430,Xochipilli,Cuidad de México,5510222194,5610072529,dioniciovaldivia03@derecho.unam.mx,proyecto/data/photos/photo_VAAW031115MTBIAR55.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
CRJY040326MSOLAX94,LAZARO,CRUZ,JIMENEZ,Roldan 143,Cuauhtémoc,60900,Centro,Cuidad de México,5549686321,5571379738,lazarojimenez04@mvz.unam.mx,proyecto/data/photos/photo_CRJY040326MSOLAX94.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
MIDZ790426MZAUQG26,INOCENTE,MIGUEL,DORAME,Oriente 259 410 Unidad e Casa 87,Iztacalco,85000,Agricola Oriental,Cuidad de México,5589333461,5624918472,inocentemiguel79@ii.unam.mx,proyecto/data/photos/photo_MIDZ790426MZAUQG26.png,No aplica,Instituto de Ingeniería,No aplica,False,True,False
GACA760329MCFEMV07,RAMIRO,GALARZA,CARRILLO,AVE GUELATAO ESQ CALLE S N CASA 22,Iztapalapa,95000,Zona V Ejidal Sta Ma Aztahuacan,Cuidad de México,5533437126,5633659961,ramirogalarza76@juricas.unam.mx,proyecto/data/photos/photo_GACA760329MCFEMV07.png,No aplica,Instituto de Investigaciones Jurídicas,No aplica,False,True,False
DELA011017MGLIRR90,MIGUEL,DELGADO,LOPEZ,Ciclistas 52 Dpto 203,Coyoacán,42100,Churubusco Country Club,Cuidad de México,5690125933,5532222813,migueldelgado01@ingenieria.unam.mx,proyecto/data/photos/photo_DELA011017MGLIRR90.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
ENGA050813MMJKCS35,HECTOR MANUEL,ENRIQUEZ,GARCIA,Carril 11 Edif.25 D.t.201,Iztapalapa,98500,San Nicolas Tolentino,Cuidad de México,5643253908,5558273048,hectorgarcia05@psicologia.unam.mx,proyecto/data/photos/photo_ENGA050813MMJKCS35.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
MORA010725MTVWFC69,ALBERTO,MOTA,RAMIREZ,Lt 3 Mz 25,Iztapalapa,91800,SECC. 2 CONJUNTO URBANO ERMITA ZARAGOZ,Cuidad de México,5572342688,5554204431,albertoramirez01@medicina.unam.mx,proyecto/data/photos/photo_MORA010725MTVWFC69.png,Facultad de Medicina,No aplica,No aplica,True,False,False
CAJA010713MMRRRZ78,MIGUEL ANGEL,CASTRO,JIMENEZ,Martos No. 127,Iztapalapa,98600,Cerro de la Estrella,Cuidad de México,5615959982,5602833901,miguelcastro01@derecho.unam.mx,proyecto/data/photos/photo_CAJA010713MMRRRZ78.png,Facultad de Derecho,No aplica,No aplica,True,False,False
BARA020722MSGWET93,ALBERTO ANTONIO,BASILIO,ROSAS,AV FUERTE DE LORETO 423 E NORTE EDIF 2C DEPTO 502,Iztapalapa,95000,Ejercito de Agua Prieta,Cuidad de México,5639301481,5507649220,albertobasilio02@filosofia.unam.mx,proyecto/data/photos/photo_BARA020722MSGWET93.jpg,Facultad de Filosofía y Letras,No aplica,No aplica,True,False,False
MOMA610929MSKYSG79,RODOLFO,MORALES,MALTOS,And 2 Miguel Auza No 21,Iztapalapa,92300,U. H. Ejercito de Oriente,Cuidad de México,5569930078,5596151934,rodolfomaltos61@deporte.unam.mx,proyecto/data/photos/photo_MOMA610929MSKYSG79.jpg,No aplica,No aplica,Medicina del Deporte,False,False,True
CUEA030225MCKWWY01,PABLO,CUICAS,ENRIQUEZ,Justo Sierra Mz.21 Lt.23,Iztapalapa,97300,Reforma Politica,Cuidad de México,5528314083,5647032337,pabloenriquez03@ents.unam.mx,proyecto/data/photos/photo_CUEA030225MCKWWY01.png,Escuela Nacional de Trabajo Social,No aplica,No aplica,True,False,False
JOPA021127MSVLZK23,JOSE DANIEL,JOYA,PIÑA,Av Chapultepec 484 Depto 603,Cuauhtémoc,67000,Roma,Cuidad de México,5633932638,5636805754,josepiña02@polacas.unam.mx,proyecto/data/photos/photo_JOPA021127MSVLZK23.png,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
CAVA620113MHRDTT65,FELIPE ARTURO,CANCHE,VILLANUEVA,Olmos Mz 22 Lt 10,Xochimilco,16050,Ampl Sn Mateo Norte,Cuidad de México,5654829048,5695212307,felipevillanueva62@botanico.unam.mx,proyecto/data/photos/photo_CAVA620113MHRDTT65.png,No aplica,No aplica,Jardín Botánico IB-UNAM,False,False,True
PEVA620102MQHVFS47,ALEJANDRO,PEÑA,VAZQUEZ,AV SANTA FE 443 DEPTO 3110,Cuajimalpa,53000,CRUZ MANCA SANTA FE,Cuidad de México,5621886122,5551241000,alejandropeña62@archivo.unam.mx,proyecto/data/photos/photo_PEVA620102MQHVFS47.png,No aplica,No aplica,Archivo General,False,False,True
AGPA050121MGXNNP28,ARTURO,AGUILAR,PORTILLA,Aguapacle Mz K Lt 12,Tlalpan,14070,Barrio San Fernando,Cuidad de México,5675865273,5677457763,arturoportilla05@psicologia.unam.mx,proyecto/data/photos/photo_AGPA050121MGXNNP28.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
GOBA800505MBVRCN58,JAIME,GODINEZ,BELLO,Santa Teresa Lt 32 Mz 1,Magdalena Contreras,10820,Sta Teresa,Cuidad de México,5558794432,5675928393,jaimegodinez80@cepe.unam.mx,proyecto/data/photos/photo_GOBA800505MBVRCN58.jpg,No aplica,No aplica,CEPE,False,False,True
DICA030122MMWKMW88,EDUARDO,DIAZ,CASTILLO,EL SAUZ TOSTADO L-32,Tlalpan,14657,ZONA RUSTICA,Cuidad de México,5682026678,5543939409,eduardodiaz03@mvz.unam.mx,proyecto/data/photos/photo_DICA030122MMWKMW88.png,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
LALA010605MASWNQ25,JORGE ALBERTO,LARA,LOPEZ,"Cl. MONTECITO, 38 Edif. COND 10, Ent. PISO 29, Ofi. 27",Benito Juárez,38100,NAPOLES,Cuidad de México,5533791858,5511336049,jorgelara01@arquitectura.unam.mx,proyecto/data/photos/photo_LALA010605MASWNQ25.jpg,Facultad de Arquitectura,No aplica,No aplica,True,False,False
POPA010223MSWJFS20,TIBURCIO,POLANCO,PEREZ,CALLE LA PAZ 30,Álvaro Obregón,15300,CORPUS CHRISTI,Cuidad de México,5627921389,5624858036,tiburciopolanco01@fca.unam.mx,proyecto/data/photos/photo_POPA010223MSWJFS20.jpg,Facultad de Contaduría y Administración,Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas,No aplica,True,True,False
HEFA720912MVJMIK93,VICTOR MANUE,HERNANDEZ,FRANCISCO,1a Privada Apango Num 7,Gustavo A. Madero,71000,Cuautepec Bo. Alto,Cuidad de México,5518014349,5535972163,victorhernandez72@deporte.unam.mx,proyecto/data/photos/photo_HEFA720912MVJMIK93.jpg,No aplica,No aplica,Alberca,False,False,True
MOMC780716MJQAWM85,LUIS FERNANDO,MORENO,MORA,Lluvia de Oro 10 Edif 7 Depto 301,Iztapalapa,97100,Los Angeles Apanoaya,Cuidad de México,5505971563,5500213997,luismora78@dgp.unam.mx,proyecto/data/photos/photo_MOMC780716MJQAWM85.jpg,No aplica,No aplica,Rectoría,False,False,True
LAGC710713MOWXMK91,SERGIO,LARA,GONZALEZ,"Cl. BELLAVISTA, 539 Casa 30",Iztapalapa,98600,EL RODEO,Cuidad de México,5520137775,5661509818,sergiogonzalez71@posgrado.unam.mx,proyecto/data/photos/photo_LAGC710713MOWXMK91.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
DIBC570915MSVVSP35,MANUEL,DIAZ,BRAVO,California 83 Est a,Benito Juárez,33000,PORTALES NORTE,Cuidad de México,5551224532,5602074631,manueldiaz57@dgdc.unam.mx,proyecto/data/photos/photo_DIBC570915MSVVSP35.jpg,No aplica,No aplica,Universum,False,False,True
DUDC800107MTCZKX97,JACOBO,DURAZO,DURAN,FC DE CUERNAVACA     32-A,Magdalena Contreras,10800,LA CRUZ,Cuidad de México,5548497893,5638103730,jacoboduran80@deporte.unam.mx,proyecto/data/photos/photo_DUDC800107MTCZKX97.jpg,No aplica,No aplica,Medicina del Deporte,False,False,True
CAAD010801MNFTVZ28,SERGIO,CASTRO,ARREDONDO,Juan Sanchez Azcona 1704,Benito Juárez,31000,DEL VALLE SUR,Cuidad de México,5517663598,5592934180,sergioarredondo01@fca.unam.mx,proyecto/data/photos/photo_CAAD010801MNFTVZ28.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
DZID020606MCXWBI54,RAYMUNDO,DZIB,ISLAS,Jose Maria Correa 293 Local 1,Iztacalco,82000,Viaducto Piedad,Cuidad de México,5516898642,5543813424,raymundoislas02@ingenieria.unam.mx,proyecto/data/photos/photo_DZID020606MCXWBI54.jpg,Facultad de Ingeniería,Instituto de Física,No aplica,True,True,False
SIHD020317MSFGHC82,CHRISTIAN,SILLER,HERNANDEZ,Dr Jose Ma Vertiz 166 Local A,Cuauhtémoc,67200,Doctores,Cuidad de México,5669043420,5569254216,christiansiller02@polacas.unam.mx,proyecto/data/photos/photo_SIHD020317MSFGHC82.jpg,Facultad de Ciencias Políticas y Sociales,No aplica,No aplica,True,False,False
GAVE030225MBFEHP32,MIGUEL,GARCIA,VALENZUELA,"Cl. MAR MEDITERRANEO, 97 BIS",Miguel Hidalgo,11400,POPOTLA,Cuidad de México,5586244845,5530037361,miguelgarcia03@derecho.unam.mx,proyecto/data/photos/photo_GAVE030225MBFEHP32.png,Facultad de Derecho,No aplica,No aplica,True,False,False
GONE060205MTFHPF38,ARTURO,GONZALEZ,NAVA,Cam San Juan de Aragon 215 Edif D Depto 018,Gustavo A. Madero,79200,U H San Juan de Aragon,Cuidad de México,5624118389,5605722690,arturonava06@fca.unam.mx,proyecto/data/photos/photo_GONE060205MTFHPF38.jpg,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
BAME000503MZHPNN60,FRANCISCO,BARREDA,MATA,Hacienda de los Pirules Mz 26 Lt 20,Álvaro Obregón,12900,2a Ampliacion Presidente,Cuidad de México,5594945567,5684813500,franciscomata00@derecho.unam.mx,proyecto/data/photos/photo_BAME000503MZHPNN60.png,Facultad de Derecho,No aplica,No aplica,True,False,False
RAGE550129MSFKHQ70,JOSE,RAMIREZ,GIL,"Prol. AV VASCO DE QUIROGA, 4800 Edif. H, Dpto. 1304",Cuajimalpa,53000,SANTA FE CUAJIMALPA,Cuidad de México,5619908538,5579280986,joseramirez55@posgrado.unam.mx,proyecto/data/photos/photo_RAGE550129MSFKHQ70.jpg,No aplica,No aplica,Unidad de Posgrado,False,False,True
BAME010830MBROCM09,MIGUEL ANG,BAUTISTA,MONTOYA,"Sausales 83 Edif. 7 ""B"" Depto. 102",Tlalpan,14300,Granjas Coapa,Cuidad de México,5588814631,5630207777,miguelmontoya01@odontologia.unam.mx,proyecto/data/photos/photo_BAME010830MBROCM09.png,Facultad de Odontología,No aplica,No aplica,True,False,False
MERE030610MSKBQY56,PEDRO,MENDOZA,RAMIREZ,Oriente 108 3204,Iztacalco,80000,G Ramos Millan,Cuidad de México,5567920883,5526778937,pedromendoza03@derecho.unam.mx,proyecto/data/photos/photo_MERE030610MSKBQY56.png,Facultad de Derecho,No aplica,No aplica,True,False,False
PALE020525MGXFZU37,MARCO ANTONIO,PASCACIO,LANDEROS,Lago Cuitzeo 234 Depto 103,Miguel Hidalgo,11320,Anahuac,Cuidad de México,5568976599,5686403354,marcopascacio02@derecho.unam.mx,proyecto/data/photos/photo_PALE020525MGXFZU37.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
CAME010730MANBIX40,FRANCISCO,CAAMAL,MORADO,Lago Erie 71,Miguel Hidalgo,11410,Legaria,Cuidad de México,5574913340,5569804527,franciscomorado01@mvz.unam.mx,proyecto/data/photos/photo_CAME010730MANBIX40.jpg,Facultad de Medicina Veterinaria y Zootecnia,No aplica,No aplica,True,False,False
SARE030109MYMJBK84,ROSENDO,SALAZAR,RICARDO,Gorostiza 60 Depto 11,Cuauhtémoc,62000,Centro,Cuidad de México,5672092798,5582077649,rosendoricardo03@quimica.unam.mx,proyecto/data/photos/photo_SARE030109MYMJBK84.png,Facultad de Química,No aplica,No aplica,True,False,False
SAGE030320MBGBAU67,MIGUEL,SAAVEDRA,GARCIA,"Eje 7 SUR FELIX CUEVAS, 636 Edif. TORRE A, Dpto. 604",Benito Juárez,31040,DEL VALLE SUR,Cuidad de México,5605706593,5554965698,miguelgarcia03@derecho.unam.mx,proyecto/data/photos/photo_SAGE030320MBGBAU67.png,Facultad de Derecho,No aplica,No aplica,True,False,False
MEME831016MCZQAI09,ANDRES,MENDIETA,MENDIETA,Calle 317 No 748,Gustavo A. Madero,74200,Nueva Atzacoalco,Cuidad de México,5642615014,5562126421,andresmendieta83@deporte.unam.mx,proyecto/data/photos/photo_MEME831016MCZQAI09.jpg,No aplica,No aplica,Estadio Olímpico,False,False,True
DEMF010816MMPXQU44,JAVIER,DE JESUS,MIRELES,"PROL CENTENARIO, 1119 Edif. COND A-3, Dpto. 202",Álvaro Obregón,15600,CANUTILLO 2DA SECCION,Cuidad de México,5554083173,5540560402,javierde jesus01@ingenieria.unam.mx,proyecto/data/photos/photo_DEMF010816MMPXQU44.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
REVF020430MVGFZO51,GUSTAVO,RENDON,VILLALVA,Republica de Brasil 63 Depto 106,Cuauhtémoc,60200,Centro,Cuidad de México,5575875742,5673120973,gustavorendon02@fca.unam.mx,proyecto/data/photos/photo_REVF020430MVGFZO51.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
CAMF060308MPOSND04,PABLO,CARRILLO,MARTINEZ,Reforma Agraria Lt 10,Iztapalapa,98000,Luis Echeverria,Cuidad de México,5618767560,5590699862,pablocarrillo06@ciencias.unam.mx,proyecto/data/photos/photo_CAMF060308MPOSND04.png,Facultad de Ciencias,No aplica,No aplica,True,False,False
GAGF041102MBIDKA33,ISRAEL,GALVAN,GARCIA,Los Juegos Encantado 203,Coyoacán,47100,Pedregal de Carrasco,Cuidad de México,5571390522,5621514416,israelgarcia04@ciencias.unam.mx,proyecto/data/photos/photo_GAGF041102MBIDKA33.png,Facultad de Ciencias,Instituto de Fisiología Celular,No aplica,True,True,False
ZAGG830805MZUONW62,RODOLFO,ZAPATA,GALLEGOS,Francisco I Madero 319 Cuerpo Iv Depto 18,Azcapotzalco,24400,Providencia,Cuidad de México,5547399717,5691927455,rodolfozapata83@posgrado.unam.mx,proyecto/data/photos/photo_ZAGG830805MZUONW62.png,No aplica,No aplica,Unidad de Posgrado,False,False,True
RITG790729MCOZVA41,PEDRO,RIVERA,TAPIA,Nilo 31 Depto 201,Azcapotzalco,20800,Claveria,Cuidad de México,5628629101,5608259869,pedrotapia79@ii.unam.mx,proyecto/data/photos/photo_RITG790729MCOZVA41.png,No aplica,Instituto de Ingeniería,No aplica,False,True,False
ELMG020513MSJIQS59,JOSE ANDRES,ELIZALDE,MUNOZ,Oceania 253 Depto 9,Venustiano Carranza,15510,Pensador Mexicano,Cuidad de México,5559302671,5545845530,joseelizalde02@ingenieria.unam.mx,proyecto/data/photos/photo_ELMG020513MSJIQS59.png,Facultad de Ingeniería,No aplica,No aplica,True,False,False
MAMH010817MMTRXK12,JAVIER,MATEOS,MIRANDA,"Avd. INSURGENTES NORTE, 160 Dpto. 303",Cuauhtémoc,64000,SANTA MARIA LA RIBERA,Cuidad de México,5581730009,5518314407,javiermateos01@derecho.unam.mx,proyecto/data/photos/photo_MAMH010817MMTRXK12.jpg,Facultad de Derecho,No aplica,No aplica,True,False,False
HEAH980204MDOCBK82,PABLO,HERNANDEZ,AVILA,"Eje 10 SUR AV COPILCO, 300 Edif. 10, Dpto. 504",Coyoacán,43500,ROMERO DE TERREROS,Cuidad de México,5524914652,5577782797,pablohernandez98@odontologia.unam.mx,proyecto/data/photos/photo_HEAH980204MDOCBK82.png,Facultad de Odontología,No aplica,No aplica,True,False,False
MAPH050509MQCKOJ04,ENRIQUE,MATUS,PIÑA,PALMA DECASTILLA 65,Álvaro Obregón,18000,SAN BARTOLO AMEYALCO,Cuidad de México,5505088835,5621109825,enriquematus05@fca.unam.mx,proyecto/data/photos/photo_MAPH050509MQCKOJ04.png,Facultad de Contaduría y Administración,No aplica,No aplica,True,False,False
SUNH050830MMKOSZ92,ALBERTO,SUAREZ,NOLASCO,Uxmal 871 Depto 103,Benito Juárez,33100,SANTA CRUZ ATOYAC,Cuidad de México,5567478683,5626278908,albertosuarez05@enallt.unam.mx,proyecto/data/photos/photo_SUNH050830MMKOSZ92.jpg,"Escuela Nacional de Lenguas, Lingüística y Traducción",No aplica,No aplica,True,False,False
COMI740727MNJUVX23,FLORENTINO,CORTES,MARTINEZ,"Avd. CENTENARIO, 1707 Casa 21",Álvaro Obregón,15880,TARANGO,Cuidad de México,5589056889,5502600846,florentinocortes74@tienda.unam.mx,proyecto/data/photos/photo_COMI740727MNJUVX23.jpg,No aplica,No aplica,Tienda UNAM,False,False,True
CASJ000723MCXRWY30,RAMIRO,CASTANEDA,SALES,Tecnicos y Manuales 111 I-7-b,Iztapalapa,98900,Lomas Estrella,Cuidad de México,5625367804,5642024246,ramirocastaneda00@filosofia.unam.mx,proyecto/data/photos/photo_CASJ000723MCXRWY30.png,Facultad de Filosofía y Letras,No aplica,No aplica,True,False,False
PECJ050124MOMZNF40,RAUL,PEREZ,CORIA,FERNANDO ALENCASTRE NUM. 265 DEPTO. 3,Miguel Hidalgo,11000,LOMAS DE CHAPULTEPEC,Cuidad de México,5552360267,5599980789,raulperez05@quimica.unam.mx,proyecto/data/photos/photo_PECJ050124MOMZNF40.jpg,Facultad de Química,No aplica,No aplica,True,False,False
SAMJ050310MMUWAL40,CARLOS ALBERTO,SANCHEZ,MIRANDA,Echeveste 5 Depto e 201,Cuauhtémoc,60800,Centro,Cuidad de México,5584336739,5533563934,carlossanchez05@derecho.unam.mx,proyecto/data/photos/photo_SAMJ050310MMUWAL40.png,Facultad de Derecho,No aplica,No aplica,True,False,False
MOQJ020621MCCDLT58,SALVADOR,MORADO,QUINTERO,Amores No.Ext.133 Depto 107,Benito Juárez,31000,DEL VALLE NORTE,Cuidad de México,5582895393,5587032072,salvadormorado02@mvz.unam.mx,proyecto/data/photos/photo_MOQJ020621MCCDLT58.png,Facultad de Medicina Veterinaria y Zootecnia,Instituto de Fisiología Celular,No aplica,True,True,False
SAMJ990212MSBIRS94,NESTOR,SAUCEDO,MARIA,SAN MATEO 29 Dpto.  306,Azcapotzalco,20000,PBLO SANTO DOMINGO,Cuidad de México,5514638095,5661646053,nestorsaucedo99@medicina.unam.mx,proyecto/data/photos/photo_SAMJ990212MSBIRS94.jpg,Facultad de Medicina,No aplica,No aplica,True,False,False
LOBJ030111MHNPDS60,MARCO ANTONIO,LOPEZ,BRIONES,Yacatas 12 Depto 16,Benito Juárez,30200,NARVARTE PONIENTE,Cuidad de México,5690671649,5582054877,marcolopez03@psicologia.unam.mx,proyecto/data/photos/photo_LOBJ030111MHNPDS60.jpg,Facultad de Psicología,No aplica,No aplica,True,False,False
RADJ071001MPQYGG91,PABLO CESAR,RAMOS,DE LA CRUZ,El Coronelazo No. 81,Iztapalapa,99600,El Molino,Cuidad de México,5525735418,5639975295,pablode la cruz07@arquitectura.unam.mx,proyecto/data/photos/photo_RADJ071001MPQYGG91.png,Facultad de Arquitectura,No aplica,No aplica,True,False,False
GAMJ020114MNQMVA08,NICOLAS,GARCIA,MARTINEZ,Manuel Ugarte 122,Cuauhtémoc,67200,Doctores,Cuidad de México,5635903092,5504581338,nicolasmartinez02@medicina.unam.mx,proyecto/data/photos/photo_GAMJ020114MNQMVA08.png,Facultad de Medicina,Instituto de Ciencias Nucleares,No aplica,True,True,False
MOGJ000114MCUTWU58,JOSE ANGEL,MOREIRA,GONZALEZ,"Cl. CUATRO, 91 Sec. C, Dpto. 403",Iztacalco,81000,AGRICOLA PANTITLAN,Cuidad de México,5596806567,5504462280,josegonzalez00@derecho.unam.mx,proyecto/data/photos/photo_MOGJ000114MCUTWU58.png,Facultad de Derecho,Instituto de Ciencias del Mar y Limnología,No aplica,True,True,False
GOAJ610711MSYNIC75,EDUARDO,GOMEZ,ACOSTA,"Cl. CRISTOBAL ESCOBAR Y LLAMAS, 28 DEPTO 6-B",Tlalpan,14250,MIGUEL HIDALGO 3A SECCION,Cuidad de México,5523694515,5665067710,eduardogomez61@deporte.unam.mx,proyecto/data/photos/photo_GOAJ610711MSYNIC75.png,No aplica,No aplica,Medicina del Deporte,False,False,True
RIGJ021027MCMOZA01,MANUEL,RICALDE,GAMEZ,Jose Maria Ibarraran 40 6,Benito Juárez,39000,San Jose Insurgentes,Cuidad de México,5549009163,5503607581,manuelgamez02@psicologia.unam.mx,proyecto/data/photos/photo_RIGJ021027MCMOZA01.png,Facultad de Psicología,No aplica,No aplica,True,False,False
CUGJ040930MQMKSC05,ISRAEL,CURIEL,GABRIEL,10A CDA. DE LAS TORRES MZ.2 LT.4,Iztapalapa,99700,Valle Sn Lorenzo,Cuidad de México,5540972864,5583009210,israelgabriel04@psicologia.unam.mx,proyecto/data/photos/photo_CUGJ040930MQMKSC05.png,Facultad de Psicología,No aplica,No aplica,True,False,False
ROMJ830809MPZMDW55,ELIASIB,ROSAS,MARTINEZ,"Rin. CARMEN SERDAN, MZ-9 LT-7",Xochimilco,16710,QUIRINO MENDOZA,Cuidad de México,5532675076,5515429915,eliasibmartinez83@cepe.unam.mx,proyecto/data/photos/photo_ROMJ830809MPZMDW55.jpg,No aplica,No aplica,CEPE,False,False,True
GARJ810601MPOXTF74,JUAN CARLOS,GARCIA,RASGADO,Dr Arce 5 Depto 204,Cuauhtémoc,67200,Doctores,Cuidad de México,5540231786,5533678344,juangarcia81@botanico.unam.mx,proyecto/data/photos/photo_GARJ810601MPOXTF74.jpg,No aplica,No aplica,Jardín Botánico IB-UNAM,False,False,True
