id_socio,nombre,a_paterno,a_materno,rfc,num_licencia,calle_num,colonia,cp,municipio,estado,celular,email,fotografia,ingreso,egreso,es_chofer,es_duenio
s-92,MARCELO,FERNANDEZ,SILVA,FESR800808MEF4,P95822190,Japon 48 Depto 18 y 19,Romero Rubio,15400,Venustiano Carranza,Cuidad de México,5618347766,marcelo632@gmail.com,proyecto/data/photos/photo_FESR800808MEF4.png,2014-11-01,No aplica,True,False
s-93,MARTIN,ESPINOZA,VARELA,ESVR780326MLM1,T38646825,MIXTECAS 384,Ajusco,43000,Coyoacán,Cuidad de México,5530586335,martin924@yahoo.com,proyecto/data/photos/photo_ESVR780326MLM1.png,2018-08-10,No aplica,True,False
s-94,ROGELIO,VAZQUEZ,CASTRO,VACG760103MSR0,No aplica,"Avd. EMILIO CARRANZA, 409 Estac. E-9",EL RETOï¿½O,94400,Iztapalapa,Cuidad de México,5692627099,rogelio024@gmail.com,proyecto/data/photos/photo_VACG760103MSR0.jpg,2010-12-11,No aplica,False,True
s-95,JOSE JESUS,SALAZAR,GARCIA,SAGE840515MOS1,No aplica,Narciso Mendoza Mz 79 Lt 16 C,Ex Ejido Sta Ma Aztahuacan,95000,Iztapalapa,Cuidad de México,5564926755,jose749@gmail.com,proyecto/data/photos/photo_SAGE840515MOS1.png,2012-12-28,No aplica,False,True
s-96,EDMUNDO,RIOS,ESCAMILLA,RIEN830130MCV7,No aplica,"Cl. TTE JOSE ESPINOZA FUENTES, 742 Casa 1",ESCUADRON 201,90600,Iztapalapa,Cuidad de México,5656388563,edmundo375@hotmail.com,proyecto/data/photos/photo_RIEN830130MCV7.png,2017-07-28,No aplica,False,True
s-97,FRANCISCO JAVIER,HERNANDEZ,MENDEZ,HEME820428MCT1,X61273847,Retama 27,La Hera,97200,Iztapalapa,Cuidad de México,5515974700,francisco386@outlook.com,proyecto/data/photos/photo_HEME820428MCT1.png,2013-02-26,No aplica,True,False
s-98,JOSE ISAAC,CERQUEDA,AYALA,CEAJ780804MVL9,No aplica,Frambuesa 33,Nueva Sta Maria,28000,Azcapotzalco,Cuidad de México,5520917986,jose016@gmail.com,proyecto/data/photos/photo_CEAJ780804MVL9.png,2021-09-01,No aplica,False,True
s-99,JOSE REFUGIO,HERNANDEZ,JIMENEZ,HEJB760219MNV7,No aplica,Paseo de la Reforma 724 Estac 151,Nonoalco,69000,Cuauhtémoc,Cuidad de México,5661908533,jose567@hotmail.com,proyecto/data/photos/photo_HEJB760219MNV7.png,2017-04-05,No aplica,False,True
s-100,MARTHA,HERRERA,RAMIREZ,HERM830822FZW8,No aplica,Calle 1 No. 99 Modulo 14 Edif.4 Dt.402,Agricola Pantitlan,81000,Iztacalco,Cuidad de México,5522606085,martha665@outlook.com,proyecto/data/photos/photo_HERM830822FZW8.png,2016-01-29,No aplica,False,True
s-101,MAYRA YADIRA,LOPEZ,TORRES,LOTL791008FCU2,V76585235,"Cl. SIERRA DE PINOS, MZ-92 LT-12",SAN FELIPE DE JESUS,75100,Gustavo A. Madero,Cuidad de México,5600340671,mayra434@outlook.com,proyecto/data/photos/photo_LOTL791008FCU2.png,2021-03-16,No aplica,True,False
s-102,OLGA LETICIA,RAMIREZ,LEZAMA,RALP830812FBE0,G32177351,LLUVIA DE ORO L-8C,Los Angeles Apanoaya,97100,Iztapalapa,Cuidad de México,5671678550,olga565@gmail.com,proyecto/data/photos/photo_RALP830812FBE0.png,2015-10-11,No aplica,True,False
s-103,MARIA EVELIA,UH,COLMENARES,UHCG820522FCP1,O34638221,"Cl. HACIENDA DE XALPA, MZ-12 LT-6",VILLA QUIETUD,49600,Coyoacán,Cuidad de México,5548490444,maria224@hotmail.com,proyecto/data/photos/photo_UHCG820522FCP1.jpg,2010-02-07,No aplica,True,True
s-104,MA DE LOURDES,CHAVEZ,SOBERON,CHSM800505FNT3,O05673020,Gral. Molinos del Campo 9 16,San Miguel Chapultepec,11850,Miguel Hidalgo,Cuidad de México,5547913125,ma200@yahoo.com,proyecto/data/photos/photo_CHSM800505FNT3.jpg,2017-07-31,2021-11-27,True,False
s-105,MARIA,BALTAZAR,CORTES,BACV790914FNV6,N30140489,Rancho El Capulin 6,Prado Coapa 1ra Secc,14350,Tlalpan,Cuidad de México,5578260202,maria211@gmail.com,proyecto/data/photos/photo_BACV790914FNV6.png,2019-05-19,No aplica,True,False
s-106,CLAUDIA REBECA,GONZALEZ,CORRAL,GOCM760511FXV6,D40072797,"Avd. PANAMERICANA, 240 Edif. VISTA AZUL EDIF 17, Dpto. C403",PEDREGAL DE CARRASCO,47000,Coyoacán,Cuidad de México,5643077309,claudia328@gmail.com,proyecto/data/photos/photo_GOCM760511FXV6.png,2018-10-08,No aplica,True,False
s-107,JACQUELINE,MORALES,PEREZ,MOPE820404FNM3,L87906568,Prol San Ciprian 10 L e G 102,Diez de Mayo,15290,Venustiano Carranza,Cuidad de México,5650104922,jacqueline577@gmail.com,proyecto/data/photos/photo_MOPE820404FNM3.jpg,2021-12-22,No aplica,True,False
s-108,CATALINA,CHARLES,DELGADILLO,CHDS830326FAC4,X79302053,Sur 105 652,Sector Popular,90600,Iztapalapa,Cuidad de México,5630907938,catalina445@gmail.com,proyecto/data/photos/photo_CHDS830326FAC4.jpg,2021-07-01,No aplica,True,False
s-109,SANDRA,DE PAZ,CONTRERAS,DECR800323FXW9,B82015323,"Cda. CAPULIN, 6",LAS HUERTAS,10920,Magdalena Contreras,Cuidad de México,5584024503,sandra049@outlook.com,proyecto/data/photos/photo_DECR800323FXW9.jpg,2021-03-06,No aplica,True,False
s-110,LORENA DE JESUS,TORRES,CORDOBA,TOCM801006FKS6,U12461264,Albert 51 Dpto.  504,ALBERT,35600,Benito Juárez,Cuidad de México,5531404837,lorena056@yahoo.com,proyecto/data/photos/photo_TOCM801006FKS6.jpg,2017-04-30,No aplica,True,True
s-111,AURORA,ALVITER,RAMIREZ,ALRY741128FDF1,L43642486,Durazno Lt. 21 Mz. 7,Consejo Agrarista,0,Tláhuac,Cuidad de México,5680486502,aurora092@outlook.com,proyecto/data/photos/photo_ALRY741128FDF1.png,2015-07-06,No aplica,True,False
s-112,AZUCENA,PALMA,CALVILLO,PACG790504FLZ2,A63848291,Adolfo Prieto 1474 Depto F 5,DEL VALLE SUR,31000,Benito Juárez,Cuidad de México,5692967652,azucena322@gmail.com,proyecto/data/photos/photo_PACG790504FLZ2.png,2018-02-19,No aplica,True,False
s-113,FELIPA,MIRANDA,MARTINEZ,MIMJ820626FUH1,F42975661,Paseo de los Laureles 410 Depto. J-5,Bosques de las Lomas,51200,Cuajimalpa,Cuidad de México,5508307046,felipa143@gmail.com,proyecto/data/photos/photo_MIMJ820626FUH1.png,2015-02-24,No aplica,True,False
s-114,MARIA DE LOS ANG,MEDINA,LECHUGA,MELA800522FNU1,E51551207,Prolg Rabaul 577 Edif 25 Ent B Depto 102,U Hab Cuitlahuac,25000,Azcapotzalco,Cuidad de México,5522266601,maria356@gmail.com,proyecto/data/photos/photo_MELA800522FNU1.jpg,2011-05-09,No aplica,True,False
s-115,GRICELDA,MORENO,CONTRERAS,MOCA810220FWQ2,E64953018,CALLE 18 Num. 9 Departamento 102,SAN PEDRO DE LOS PINOS,38000,Benito Juárez,Cuidad de México,5635677650,gricelda942@yahoo.com,proyecto/data/photos/photo_MOCA810220FWQ2.jpg,2010-04-11,No aplica,True,False
s-116,MARIA TERESA,OBESO,RODRIGUEZ,OBRM960813FQL6,No aplica,"Cl. ANATOLE FRANCE, 90 Cuarto. 22",POLANCO III SECCION,11560,Miguel Hidalgo,Cuidad de México,5617958994,maria458@yahoo.com,proyecto/data/photos/photo_OBRM960813FQL6.jpg,2015-06-01,2018-01-11,False,True
s-117,JOSEFA,QUEZADA,RUIZ,QURA910220FWC7,Q11334273,Diligencias 232 Casa-3,San Pedro Martir,14650,Tlalpan,Cuidad de México,5509940773,josefa365@gmail.com,proyecto/data/photos/photo_QURA910220FWC7.jpg,2020-03-19,No aplica,True,False
s-118,ANGELICA MARIA,SERRANO,BARRIENTOS,SEBM741116FTK7,X37936477,Avenida 11 402 Edif.3 Estac.36,Cerro De La Estrella,98600,Iztapalapa,Cuidad de México,5507680810,angelica611@outlook.com,proyecto/data/photos/photo_SEBM741116FTK7.jpg,2012-01-15,2017-02-10,True,False
s-119,ERNESTINA,GARCIA,DE LA CRUZ,GADA750608FSX2,D49731217,Jose Maria Jaurrieta Lt 8 Mz 11,Punta de Ceevayo,15400,Álvaro Obregón,Cuidad de México,5582243741,ernestina845@hotmail.com,proyecto/data/photos/photo_GADA750608FSX2.png,2017-11-09,No aplica,True,False
s-120,EDELMIRA,MORALES,CRUZ,MOCA751125FGI8,P66961110,Puerto Celestum 7,Ampl Piloto Adolfo Lopez Mateos,12900,Álvaro Obregón,Cuidad de México,5669755995,edelmira733@hotmail.com,proyecto/data/photos/photo_MOCA751125FGI8.png,2016-02-29,No aplica,True,False
s-121,LORENA,DEL REAL,GOMEZ,DEGC810618FAA6,No aplica,Eje 3 Norte San Isidro Edif 15 Depto 202,U Hab las Armas Issfam,27100,Azcapotzalco,Cuidad de México,5673074810,lorena557@hotmail.com,proyecto/data/photos/photo_DEGC810618FAA6.png,2017-10-05,2019-09-23,False,True
s-122,MARIA DE LOURDES,MONTES,JAIMES,MOJL740601FCY0,Q16273517,AV. TLAHUAC 5754 EDIF E DPTO 502,RINCONADA ESTRELLA FOVISSTE,98600,Iztapalapa,Cuidad de México,5585203502,maria239@gmail.com,proyecto/data/photos/photo_MOJL740601FCY0.jpg,2020-06-22,2021-06-22,True,False
s-123,JUANA,ALVAREZ,REYNA,ALRI760802FII3,N14634126,RIO MIXCOAC N. 356  Depto. PB2,ACACIAS,32400,Benito Juárez,Cuidad de México,5683139736,juana621@outlook.com,proyecto/data/photos/photo_ALRI760802FII3.png,2010-11-29,No aplica,True,False
s-124,EDITH,HERNANDEZ,GARCIA,HEGM700713FLN7,No aplica,ALTAMIRA 920Bis,MIRAVALLE,35800,Benito Juárez,Cuidad de México,5590752759,edith273@gmail.com,proyecto/data/photos/photo_HEGM700713FLN7.png,2010-04-19,No aplica,False,True
s-125,MARIA GUADALUPE,MORALES,DZIB,MODM790510FLF9,A48212669,"Cl. 325, 643",NUEVA ATZACOALCO,74200,Gustavo A. Madero,Cuidad de México,5557942804,maria135@gmail.com,proyecto/data/photos/photo_MODM790510FLF9.jpg,2013-10-29,No aplica,True,False
s-126,MA. DE LA LUZ,VAZQUEZ,RODRIGUEZ,VARB790512FHF0,R62642831,Del Taller 5 Ret 45,Jardin Balbuena,15900,Venustiano Carranza,Cuidad de México,5641771254,ma.383@gmail.com,proyecto/data/photos/photo_VARB790512FHF0.jpg,2013-06-24,No aplica,True,False
s-127,ERIKA,PEREZ,GOMEZ,PEGM700911FME2,Z38413603,Canal de Miramontes 2009,Educacion,44000,Coyoacán,Cuidad de México,5677074552,erika011@hotmail.com,proyecto/data/photos/photo_PEGM700911FME2.png,2019-11-10,No aplica,True,False
s-128,MARIA DE LOURDES,RAMOS,HERNANDEZ,RAHM851003FGJ4,No aplica,Cda. de Carrasco 5 Prov.,Ejidos de San Pedro Martir,14640,Tlalpan,Cuidad de México,5696343979,maria182@hotmail.com,proyecto/data/photos/photo_RAHM851003FGJ4.jpg,2010-12-26,No aplica,False,True
s-129,YOLANDA,RAMIREZ,MALDONADO,RAMM840120FVR8,N04946171,Country Club 139,Churubusco Country Club,42100,Coyoacán,Cuidad de México,5564857276,yolanda513@outlook.com,proyecto/data/photos/photo_RAMM840120FVR8.png,2016-11-20,2019-07-15,True,False
s-130,MARIA EUGENIA,GARCIA,REBOLLEDO,GARM840201FLR0,No aplica,ACUEDUCTO DE GUADALUPE L-21,RECIDENCIAL ACUEDUCTO,72700,Gustavo A. Madero,Cuidad de México,5661032368,maria902@gmail.com,proyecto/data/photos/photo_GARM840201FLR0.png,2017-01-12,No aplica,False,True
s-131,ROCIO,LOPEZ,PEREGRINO,LOPG810504FZO8,N44047488,Inceladores Mz-1 Lt-12,San Jose Aculco Sector Poniente,94100,Iztapalapa,Cuidad de México,5541531820,rocio468@gmail.com,proyecto/data/photos/photo_LOPG810504FZO8.jpg,2021-05-17,No aplica,True,True
s-132,MARIA EUGENIA,VALDEZ,LEON,VALJ820728FFY6,No aplica,DVORAK NUM. 37 CAJON ESTACIONAMIENTO 29,VALLEJO,78700,Gustavo A. Madero,Cuidad de México,5601121454,maria473@gmail.com,proyecto/data/photos/photo_VALJ820728FFY6.jpg,2018-10-08,No aplica,False,True
s-133,MAYRA,MARTINEZ,LOPEZ,MALR780706FMA1,No aplica,Ixtlahuaca 10 Depto 5,SAN SIMON TICUMAC,36600,Benito Juárez,Cuidad de México,5531640173,mayra126@gmail.com,proyecto/data/photos/photo_MALR780706FMA1.jpg,2015-01-07,No aplica,False,True
s-134,VIRIDIANA,BURGUEÑO,MEJIA,BUMM860628FJH0,T87581668,Indiana 140,AMPLIACION NAPOLES,38100,Benito Juárez,Cuidad de México,5639832685,viridiana627@gmail.com,proyecto/data/photos/photo_BUMM860628FJH0.jpg,2011-08-28,No aplica,True,False
s-135,CASIMIRA,RAMIREZ,TORRES,RATT760404FLW9,Y08366791,Allende 15-b,San Miguel Topilejo,14500,Tlalpan,Cuidad de México,5604216241,casimira458@gmail.com,proyecto/data/photos/photo_RATT760404FLW9.png,2011-09-21,No aplica,True,False
s-136,ESTHER LETICIA,FERNANDEZ,RUIZ,FERA810422FYI9,S98516109,GALILEO NUM. 52 202,POLANCO,11560,Miguel Hidalgo,Cuidad de México,5617699020,esther090@outlook.com,proyecto/data/photos/photo_FERA810422FYI9.png,2017-02-24,No aplica,True,True
s-137,MARIA DEL CARMEN,SANTIAGO,GOMEZ,SAGG730622FPV2,W23522499,"AVENIDA TOLUCA, 818 Dpto. 602",OLIVAR DE LOS PADRES,17800,Álvaro Obregón,Cuidad de México,5654733184,maria524@gmail.com,proyecto/data/photos/photo_SAGG730622FPV2.jpg,2014-01-12,No aplica,True,False
s-138,GRACIELA,TORRES,TUT,TOTM800822FXE9,Y77555340,LAGUNA DE TERMINOS 422 DEPTO B-008,ANAHUAC,11320,Miguel Hidalgo,Cuidad de México,5643390131,graciela899@outlook.com,proyecto/data/photos/photo_TOTM800822FXE9.png,2021-03-31,No aplica,True,True
s-139,OLIVA,CASTILLO,VARGAS,CAVM851012FOE6,K26157281,Papantla 10,San Andres,22400,Azcapotzalco,Cuidad de México,5551872666,oliva562@gmail.com,proyecto/data/photos/photo_CAVM851012FOE6.jpg,2011-11-28,No aplica,True,False
s-140,LAURA,FLORES,HERNANDEZ,FLHL770615FRN5,W85838051,Combarbala Mz 7 Lt 4,San Pedro Zacatenco,73600,Gustavo A. Madero,Cuidad de México,5560602043,laura236@gmail.com,proyecto/data/photos/photo_FLHL770615FRN5.png,2014-04-26,No aplica,True,False
s-141,ANALILIA,DIAZ,ACOSTA,DIAL790123FPR6,Y83799780,"Cl. MATLACOATL, 100 Edif. A-5-P, Dpto. 402",PUEBLO SANTA BARBARA,22300,Azcapotzalco,Cuidad de México,5594846750,analilia815@outlook.com,proyecto/data/photos/photo_DIAL790123FPR6.png,2010-05-09,No aplica,True,False
s-142,ROCIO,GONZALEZ,SOTELO,GOSS770412FQB8,N93839040,Paseo Del Rio Casa 45,Chimalistac,43190,Coyoacán,Cuidad de México,5584154889,rocio598@yahoo.com,proyecto/data/photos/photo_GOSS770412FQB8.jpg,2018-01-02,2018-03-17,True,True
s-143,OLIMPIA,DEL ANGEL,ELIZALDE,DEEM790116FFR1,No aplica,Macahuite # 53 Edif. Carmen Serdan Depto. 6,El Molino U. Hab. Francisco,99600,Iztapalapa,Cuidad de México,5664353565,olimpia799@hotmail.com,proyecto/data/photos/photo_DEEM790116FFR1.png,2010-08-02,No aplica,False,True
s-144,MARTHA LAURA,DAVILA,MATUS,DAMV840318FMW4,D94169380,Jaripeo Lt 12 Mz 37,Colina del Sur,14300,Álvaro Obregón,Cuidad de México,5641537326,martha708@gmail.com,proyecto/data/photos/photo_DAMV840318FMW4.png,2021-10-10,No aplica,True,False
s-145,MARIA SOFIA,AGUILAR,CARRANZA,AGCL761020FNC4,E61320932,Vallejo 1577,Ampl Progreso Nacional,76500,Gustavo A. Madero,Cuidad de México,5597208069,maria521@yahoo.com,proyecto/data/photos/photo_AGCL761020FNC4.jpg,2020-06-13,No aplica,True,False
s-146,PATRICIA,AGUERO,RAMIREZ,AGRS840627FYT4,No aplica,Jose Cardel Mz 91 Lt 5,San Pedro Xalpa Ampliacion,27190,Azcapotzalco,Cuidad de México,5599791319,patricia418@hotmail.com,proyecto/data/photos/photo_AGRS840627FYT4.png,2014-11-12,2021-02-13,False,True
s-147,ANGELICA,CASTRO,ROMERO,CARR790819FOY5,K17009593,Calle Oriente Edif 24 Depto 4,U H Alianza Pop Rev,48000,Coyoacán,Cuidad de México,5561467509,angelica365@gmail.com,proyecto/data/photos/photo_CARR790819FOY5.jpg,2021-02-24,No aplica,True,False
s-148,MARTHA MARIA,PARRA,SOTO,PASN780409FCW3,K78234310,AV IZTACALCO     24,AGRICOLA PANTITLAN,81000,Iztacalco,Cuidad de México,5566801537,martha207@gmail.com,proyecto/data/photos/photo_PASN780409FCW3.jpg,2016-08-22,No aplica,True,False
s-149,ROSA MARIA,AGUIRRE,GONZALEZ,AGGE770809FEU1,U66386716,"Cl. WATTEAU, 64 Dpto. D4",SANTA MARIA NONOALCO,37000,Benito Juárez,Cuidad de México,5692734751,rosa881@gmail.com,proyecto/data/photos/photo_AGGE770809FEU1.png,2015-09-18,No aplica,True,False
s-150,PATRICIA,CASTILLO,BAUTISTA,CABL810716FOR5,U36993320,"Cl. HUEPAC, 5 And. AGIABAMPO 5, Edif. AGIABAMPO, Cjon. 14",PUEBLO DE LA MAGDALENA MIXIUHCA,15850,Venustiano Carranza,Cuidad de México,5636753028,patricia499@gmail.com,proyecto/data/photos/photo_CABL810716FOR5.jpg,2014-10-05,No aplica,True,False
s-151,MA. GUADALUPE,SECUNDINO,LOPEZ,SELC830207FDB1,B06124023,Torres Quintero 119 Edif 14 C Depto 203,Bo San Miguel,93600,Iztapalapa,Cuidad de México,5666431308,ma.499@yahoo.com,proyecto/data/photos/photo_SELC830207FDB1.jpg,2017-08-11,No aplica,True,False
s-152,CANDELARIA,HIPOLITO,MARTINEZ,HIMM871120FVX9,F58333485,Bonanza 113 9,Felipe Angeles,15310,Venustiano Carranza,Cuidad de México,5519409468,candelaria704@outlook.com,proyecto/data/photos/photo_HIMM871120FVX9.jpg,2019-06-13,2020-06-22,True,False
s-153,VERONICA,CALVA,PARDO,CAPM810318FMO7,No aplica,Camino Viejo a San Lucas S/n,Tablas de San Lorenzo,16090,Xochimilco,Cuidad de México,5655667890,veronica549@gmail.com,proyecto/data/photos/photo_CAPM810318FMO7.jpg,2017-12-13,2019-03-14,False,True
s-154,MARGARITA,SALDA%A,PEREZ,SAPF810902FLA7,No aplica,PROAï¿½O Num. 65 Departamento A-05,VALLE GOMEZ,15210,Venustiano Carranza,Cuidad de México,5672572571,margarita600@hotmail.com,proyecto/data/photos/photo_SAPF810902FLA7.jpg,2012-08-23,No aplica,False,True
s-155,MARIA DEL CARMEN,HERNANDEZ,ESPINOSA,HEEE780622FQP8,No aplica,"Cl. PAPALOTL, MZ-18 LT-11",PEDREGAL DE SANTO DOMINGO,43690,Coyoacán,Cuidad de México,5571191234,maria385@hotmail.com,proyecto/data/photos/photo_HEEE780622FQP8.jpg,2016-08-07,No aplica,False,True
s-156,DIANA,ACOSTA,ESQUIVEL,ACEM850309FMN3,R51731093,EDUARDO MOLINA 1720 EST 2187,SALVADOR DIAZ MIRON,74000,Gustavo A. Madero,Cuidad de México,5555362563,diana371@yahoo.com,proyecto/data/photos/photo_ACEM850309FMN3.png,2015-12-06,No aplica,True,True
s-157,ALBA,CHIU,GOPAR,CHGM730628FFY6,U08073312,Manuel M. Lopez # 101 Edif. G-6 Depto. 203,Zapotitlan,13220,Tláhuac,Cuidad de México,5520929356,alba579@outlook.com,proyecto/data/photos/photo_CHGM730628FFY6.png,2014-01-28,No aplica,True,False
s-158,MARIA DE LOS ANGELES,GONZALEZ,RUIZ,GORC841011FZS3,No aplica,Cerro Negro Mz 6 Lt 22,Cruz del Farol,14250,Tlalpan,Cuidad de México,5624942247,maria913@outlook.com,proyecto/data/photos/photo_GORC841011FZS3.png,2017-05-24,No aplica,False,True
s-159,MARIA DEL ROSIO,GOMEZ,SANCHEZ,GOSM830421FEG5,J19063088,Aniceto Ortega 915 Depto. 6,DEL VALLE SUR,31000,Benito Juárez,Cuidad de México,5625343484,maria415@gmail.com,proyecto/data/photos/photo_GOSM830421FEG5.jpg,2018-12-27,No aplica,True,False
s-160,JULIA,MALDONADO,REAL,MARC760129FUA8,G33406699,Palacio 132,Bo la Asuncion,90000,Iztapalapa,Cuidad de México,5533065004,julia349@gmail.com,proyecto/data/photos/photo_MARC760129FUA8.jpg,2019-09-08,No aplica,True,True
s-161,ARGELIA,BARAJAS,RUIZ,BARR781022FKU4,No aplica,Rincon de los Lirios No.1,San Bartolo El Chico,16010,Xochimilco,Cuidad de México,5506205064,argelia950@hotmail.com,proyecto/data/photos/photo_BARR781022FKU4.jpg,2012-04-20,No aplica,False,True
s-162,FRANCISCA,ORTIZ,REYES,ORRK860915FWZ2,A35461882,"Avd. SECRETARIA DE MARINA, 571 Edif. ALTAIRE II, Dpto. 2703",BOSQUES DE LAS LOMAS,51290,Cuajimalpa,Cuidad de México,5524725924,francisca950@outlook.com,proyecto/data/photos/photo_ORRK860915FWZ2.jpg,2012-10-09,No aplica,True,False
s-163,MARIA FELIX,RUIZ,RODRIGUEZ,RURS820512FGH9,Q51811943,LAGO PATZCUARO NUM. 42 DEPTO. A 302,ANAHUAC,11320,Miguel Hidalgo,Cuidad de México,5524560180,maria608@gmail.com,proyecto/data/photos/photo_RURS820512FGH9.png,2013-10-08,2016-09-08,True,False
s-164,LIZETH BERENICE,OLMOS,ALVARADO,OLAG810705FLO5,No aplica,1a Cda de Apango Z 6 Mz 10 Lt 35,Cuautepec,71000,Gustavo A. Madero,Cuidad de México,5521681397,lizeth125@yahoo.com,proyecto/data/photos/photo_OLAG810705FLO5.png,2021-10-02,No aplica,False,True
s-165,YADIRA,HERNANDEZ,CRUZ,HECF841121FLI5,O15876537,"AVENIDA 5 DE MAYO, 696 Edif. A, Dpto. 202",COLINAS DE TARANGO,16100,Álvaro Obregón,Cuidad de México,5545820831,yadira045@gmail.com,proyecto/data/photos/photo_HECF841121FLI5.png,2010-06-30,No aplica,True,False
s-166,GLORIA,MU!OZ,JUAREZ,MUJI740820FER1,T81681715,Cerro de la Libertad 277,Campestre Churubusco,42000,Coyoacán,Cuidad de México,5626815902,gloria722@gmail.com,proyecto/data/photos/photo_MUJI740820FER1.png,2019-05-06,No aplica,True,False
s-167,MARIA DEL ROCIO,ESTRADA,ORTIZ,ESOR790921FIN1,B37332427,"Cl. JALISCO, MZ-12 LT-5",REACOMODO VALENTIN GOMEZ FARIAS,15690,Álvaro Obregón,Cuidad de México,5566023146,maria897@outlook.com,proyecto/data/photos/photo_ESOR790921FIN1.png,2012-11-07,No aplica,True,True
s-168,ESMERALDA,GUEVARA,ESQUIVEL,GUEA790603FUX2,C31893460,"Eje 5 SUR AV SAN ANTONIO, 95 Sec. PB, COMERCIO 2",AMPLIACION NAPOLES,38400,Benito Juárez,Cuidad de México,5577348080,esmeralda239@outlook.com,proyecto/data/photos/photo_GUEA790603FUX2.png,2013-05-25,No aplica,True,False
s-169,AMALIA,RICO,ALVARADO,RIAB751005FNZ6,L98580746,Puerto Barra de Nautla Num. 12 Depto. 101,Ampliacion Casas Aleman,75800,Gustavo A. Madero,Cuidad de México,5547512919,amalia531@gmail.com,proyecto/data/photos/photo_RIAB751005FNZ6.jpg,2013-07-31,No aplica,True,False
s-170,MARIA DEL REFUGIO,LOPEZ,AVILES,LOAM820407FRK5,W24227184,Oriente 217 214 Depto 11,Agricola Oriental,85000,Iztacalco,Cuidad de México,5519768047,maria658@hotmail.com,proyecto/data/photos/photo_LOAM820407FRK5.png,2013-01-02,No aplica,True,False
s-171,MARIA DEL CARMEN,BONIFACIO,GUTIERREZ,BOGM730410FBG5,A01425111,"Cl. GRAL JOSE MA CHAVEZ, MZ-44 LT-19",JUAN ESCUTIA,91000,Iztapalapa,Cuidad de México,5630921516,maria711@gmail.com,proyecto/data/photos/photo_BOGM730410FBG5.png,2020-01-05,2021-12-08,True,False
s-172,LAURA,JERONIMO,MENDOZA,JEML750224FOZ9,K20403107,Fresales 142 Edif B Depto 5,Ejidos Granjas Coapa,14330,Tlalpan,Cuidad de México,5522116038,laura309@outlook.com,proyecto/data/photos/photo_JEML750224FOZ9.jpg,2021-03-28,No aplica,True,False
s-173,ANA LUISA,HERRERA,DE OCA,HEDE820430FQI2,No aplica,Sayul L-3,San Pedro Apostol,14070,Tlalpan,Cuidad de México,5578356580,ana612@hotmail.com,proyecto/data/photos/photo_HEDE820430FQI2.jpg,2019-10-01,2020-07-27,False,True
s-174,LUCIA GUADALUPE,RAMIREZ,GOMEZ,RAGM760815FCZ5,M23528765,AV CAï¿½ADA 2000  LT10 MZ 48,Lomas de la Estancia,96400,Iztapalapa,Cuidad de México,5646765928,lucia769@hotmail.com,proyecto/data/photos/photo_RAGM760815FCZ5.jpg,2019-01-24,No aplica,True,False
s-175,LAURA ADRIANA,GARCIA,BETANCOURT,GABC761109FAU4,V77081366,NUBIA 205 EDIF D DEPTO 001,El Recreo,20700,Azcapotzalco,Cuidad de México,5542708144,laura935@outlook.com,proyecto/data/photos/photo_GABC761109FAU4.jpg,2016-10-14,No aplica,True,False
s-176,CHRISTIAN,RUIZ,ZEPEDA,RUZM740925FRL0,A29846908,"AUTOPISTA MEXICO TOLUCA, 307 Edif. TORRE A, Dpto. 1304-A",SAN GABRIEL,13100,Álvaro Obregón,Cuidad de México,5522362511,christian397@hotmail.com,proyecto/data/photos/photo_RUZM740925FRL0.png,2019-02-05,No aplica,True,False
s-177,MARIA ANGELICA,ARANDA,REYNA,ARRM791030FIV7,No aplica,Parral Mz.75 Lt.14,San Felipe de Jesus,75100,Gustavo A. Madero,Cuidad de México,5552853333,maria594@gmail.com,proyecto/data/photos/photo_ARRM791030FIV7.png,2019-10-28,No aplica,False,True
s-178,ONORIA,SERVIN,GONZALEZ,SEGS820910FCW0,P22038657,Mexicali 28,Hipodromo,61000,Cuauhtémoc,Cuidad de México,5526593920,onoria144@hotmail.com,proyecto/data/photos/photo_SEGS820910FCW0.jpg,2014-12-08,No aplica,True,False
s-179,BLANCA ESTELA,CASTILLO,HERNANDEZ,CAHM860629FDJ9,P51959510,Av 507 No 206,Unidad San Juan de Aragon,79690,Gustavo A. Madero,Cuidad de México,5615474723,blanca270@gmail.com,proyecto/data/photos/photo_CAHM860629FDJ9.png,2019-08-28,No aplica,True,False
s-180,EVANGELINA,FLORES,CHAVARRIA,FLCM830809FBR1,F82817843,Cibernetica 5 Secc 1 a,Unidad El Rosario,24300,Azcapotzalco,Cuidad de México,5566273187,evangelina816@gmail.com,proyecto/data/photos/photo_FLCM830809FBR1.jpg,2020-10-12,No aplica,True,False
s-181,MARIA NORMA,CASTILLO,MARTINEZ,CAMO780812FZY8,N56563523,"REINA, 170",SAN ANGEL INN,10600,Álvaro Obregón,Cuidad de México,5547468997,maria364@hotmail.com,proyecto/data/photos/photo_CAMO780812FZY8.png,2011-01-31,No aplica,True,False
