curp,id_viaje,h_entrada,h_salida,redondo
MEPJ790307MJTYXF52,v-025500,08:00:00,,False
MEPJ790307MJTYXF52,v-025501,08:00:00,,True
MEPJ790307MJTYXF52,v-025502,,14:00:00,True
GUCB050320FNZFBK73,v-025503,07:00:00,,False
GUCB050320FNZFBK73,v-025504,07:00:00,,True
GUCB050320FNZFBK73,v-025505,,13:00:00,True
GUCB050320FNZFBK73,v-025506,07:00:00,,False
GUCB050320FNZFBK73,v-025507,07:00:00,,True
GUCB050320FNZFBK73,v-025508,,13:00:00,True
GUCB050320FNZFBK73,v-025509,07:00:00,,True
GUCB050320FNZFBK73,v-025510,,13:00:00,True
GUCB050320FNZFBK73,v-025511,07:00:00,,True
GUCB050320FNZFBK73,v-025512,,13:00:00,True
GUCB050320FNZFBK73,v-025513,07:00:00,,False
GUCB050320FNZFBK73,v-025514,07:00:00,,False
GUCB050320FNZFBK73,v-025515,07:00:00,,True
GUCB050320FNZFBK73,v-025516,,13:00:00,True
GUCB050320FNZFBK73,v-025517,07:00:00,,False
GUCB050320FNZFBK73,v-025518,07:00:00,,False
GUCB050320FNZFBK73,v-025519,07:00:00,,True
GUCB050320FNZFBK73,v-025520,,13:00:00,True
GUCB050320FNZFBK73,v-025521,07:00:00,,True
GUCB050320FNZFBK73,v-025522,,13:00:00,True
GUCB050320FNZFBK73,v-025523,07:00:00,,False
GUCB050320FNZFBK73,v-025524,07:00:00,,False
GUCB050320FNZFBK73,v-025525,07:00:00,,True
GUCB050320FNZFBK73,v-025526,,13:00:00,True
GUCB050320FNZFBK73,v-025527,07:00:00,,False
CAPS020620FPCNMS01,v-025528,08:00:00,,True
CAPS020620FPCNMS01,v-025529,,14:00:00,True
CAPS020620FPCNMS01,v-025530,08:00:00,,True
CAPS020620FPCNMS01,v-025531,,14:00:00,True
CAPS020620FPCNMS01,v-025532,08:00:00,,False
CAPS020620FPCNMS01,v-025533,08:00:00,,True
CAPS020620FPCNMS01,v-025534,,14:00:00,True
CAPS020620FPCNMS01,v-025535,08:00:00,,False
CAPS020620FPCNMS01,v-025536,08:00:00,,True
CAPS020620FPCNMS01,v-025537,,14:00:00,True
CAPS020620FPCNMS01,v-025538,08:00:00,,True
CAPS020620FPCNMS01,v-025539,,14:00:00,True
CAPS020620FPCNMS01,v-025540,08:00:00,,False
CAPS020620FPCNMS01,v-025541,08:00:00,,False
CAPS020620FPCNMS01,v-025542,08:00:00,,True
CAPS020620FPCNMS01,v-025543,,14:00:00,True
CAPS020620FPCNMS01,v-025544,08:00:00,,True
CAPS020620FPCNMS01,v-025545,,14:00:00,True
CAPS020620FPCNMS01,v-025546,08:00:00,,True
CAPS020620FPCNMS01,v-025547,,14:00:00,True
CAPS020620FPCNMS01,v-025548,08:00:00,,True
CAPS020620FPCNMS01,v-025549,,14:00:00,True
SAGS031112FSSKLT42,v-025550,07:00:00,,True
SAGS031112FSSKLT42,v-025551,,15:00:00,True
SAGS031112FSSKLT42,v-025552,07:00:00,,False
ELHI600813FCQKWP09,v-025553,08:00:00,,True
ELHI600813FCQKWP09,v-025554,,14:00:00,True
ELHI600813FCQKWP09,v-025555,08:00:00,,True
ELHI600813FCQKWP09,v-025556,,14:00:00,True
ELHI600813FCQKWP09,v-025557,08:00:00,,True
ELHI600813FCQKWP09,v-025558,,14:00:00,True
ELHI600813FCQKWP09,v-025559,08:00:00,,False
ELHI600813FCQKWP09,v-025560,08:00:00,,True
ELHI600813FCQKWP09,v-025561,,14:00:00,True
RACC040110MQWUUJ67,v-025562,07:00:00,,True
RACC040110MQWUUJ67,v-025563,,14:00:00,True
RACC040110MQWUUJ67,v-025564,07:00:00,,True
RACC040110MQWUUJ67,v-025565,,14:00:00,True
RACC040110MQWUUJ67,v-025566,07:00:00,,False
RACC040110MQWUUJ67,v-025567,07:00:00,,True
RACC040110MQWUUJ67,v-025568,,14:00:00,True
RACC040110MQWUUJ67,v-025569,07:00:00,,False
RACC040110MQWUUJ67,v-025570,07:00:00,,True
RACC040110MQWUUJ67,v-025571,,14:00:00,True
RACC040110MQWUUJ67,v-025572,07:00:00,,True
RACC040110MQWUUJ67,v-025573,,14:00:00,True
RACC040110MQWUUJ67,v-025574,07:00:00,,True
RACC040110MQWUUJ67,v-025575,,14:00:00,True
RACC040110MQWUUJ67,v-025576,07:00:00,,False
RACC040110MQWUUJ67,v-025577,07:00:00,,True
RACC040110MQWUUJ67,v-025578,,14:00:00,True
RACC040110MQWUUJ67,v-025579,07:00:00,,True
RACC040110MQWUUJ67,v-025580,,14:00:00,True
RACC040110MQWUUJ67,v-025581,07:00:00,,True
RACC040110MQWUUJ67,v-025582,,14:00:00,True
RACC040110MQWUUJ67,v-025583,07:00:00,,True
RACC040110MQWUUJ67,v-025584,,14:00:00,True
RACC040110MQWUUJ67,v-025585,07:00:00,,True
RACC040110MQWUUJ67,v-025586,,14:00:00,True
RACC040110MQWUUJ67,v-025587,07:00:00,,True
RACC040110MQWUUJ67,v-025588,,14:00:00,True
RACC040110MQWUUJ67,v-025589,07:00:00,,True
RACC040110MQWUUJ67,v-025590,,14:00:00,True
RACC040110MQWUUJ67,v-025591,07:00:00,,True
RACC040110MQWUUJ67,v-025592,,14:00:00,True
RACC040110MQWUUJ67,v-025593,07:00:00,,True
RACC040110MQWUUJ67,v-025594,,14:00:00,True
RACC040110MQWUUJ67,v-025595,07:00:00,,False
RACC040110MQWUUJ67,v-025596,07:00:00,,False
RACC040110MQWUUJ67,v-025597,07:00:00,,False
LAGE020329FMKBGP75,v-025598,07:00:00,,False
LAGE020329FMKBGP75,v-025599,07:00:00,,True
LAGE020329FMKBGP75,v-025600,,13:00:00,True
LAGE020329FMKBGP75,v-025601,07:00:00,,True
LAGE020329FMKBGP75,v-025602,,13:00:00,True
LAGE020329FMKBGP75,v-025603,07:00:00,,False
LAGE020329FMKBGP75,v-025604,07:00:00,,False
LAGE020329FMKBGP75,v-025605,07:00:00,,True
LAGE020329FMKBGP75,v-025606,,13:00:00,True
LAGE020329FMKBGP75,v-025607,07:00:00,,True
LAGE020329FMKBGP75,v-025608,,13:00:00,True
LAGE020329FMKBGP75,v-025609,07:00:00,,False
LAGE020329FMKBGP75,v-025610,07:00:00,,True
LAGE020329FMKBGP75,v-025611,,13:00:00,True
LAGE020329FMKBGP75,v-025612,07:00:00,,False
LAGE020329FMKBGP75,v-025613,07:00:00,,False
LAGE020329FMKBGP75,v-025614,07:00:00,,True
LAGE020329FMKBGP75,v-025615,,13:00:00,True
LAGE020329FMKBGP75,v-025616,07:00:00,,True
LAGE020329FMKBGP75,v-025617,,13:00:00,True
LAGE020329FMKBGP75,v-025618,07:00:00,,True
LAGE020329FMKBGP75,v-025619,,13:00:00,True
LAGE020329FMKBGP75,v-025620,07:00:00,,True
LAGE020329FMKBGP75,v-025621,,13:00:00,True
LAGE020329FMKBGP75,v-025622,07:00:00,,True
LAGE020329FMKBGP75,v-025623,,13:00:00,True
LAGE020329FMKBGP75,v-025624,07:00:00,,True
LAGE020329FMKBGP75,v-025625,,13:00:00,True
LAGE020329FMKBGP75,v-025626,07:00:00,,True
LAGE020329FMKBGP75,v-025627,,13:00:00,True
LAGE020329FMKBGP75,v-025628,07:00:00,,False
LAGE020329FMKBGP75,v-025629,07:00:00,,True
LAGE020329FMKBGP75,v-025630,,13:00:00,True
LAGE020329FMKBGP75,v-025631,07:00:00,,False
LAGE020329FMKBGP75,v-025632,07:00:00,,False
LAGE020329FMKBGP75,v-025633,07:00:00,,False
LAGE020329FMKBGP75,v-025634,07:00:00,,True
LAGE020329FMKBGP75,v-025635,,13:00:00,True
LAGE020329FMKBGP75,v-025636,07:00:00,,True
LAGE020329FMKBGP75,v-025637,,13:00:00,True
LAGE020329FMKBGP75,v-025638,07:00:00,,False
LAGE020329FMKBGP75,v-025639,07:00:00,,True
LAGE020329FMKBGP75,v-025640,,13:00:00,True
LAGE020329FMKBGP75,v-025641,07:00:00,,True
LAGE020329FMKBGP75,v-025642,,13:00:00,True
PARE570128FTMIVR57,v-025643,07:00:00,,True
PARE570128FTMIVR57,v-025644,,14:00:00,True
LATC630612FPDUJR65,v-025645,07:00:00,,True
LATC630612FPDUJR65,v-025646,,15:00:00,True
LATC630612FPDUJR65,v-025647,07:00:00,,True
LATC630612FPDUJR65,v-025648,,15:00:00,True
LATC630612FPDUJR65,v-025649,07:00:00,,False
LATC630612FPDUJR65,v-025650,07:00:00,,False
LATC630612FPDUJR65,v-025651,07:00:00,,True
LATC630612FPDUJR65,v-025652,,15:00:00,True
LATC630612FPDUJR65,v-025653,07:00:00,,False
LATC630612FPDUJR65,v-025654,07:00:00,,False
LATC630612FPDUJR65,v-025655,07:00:00,,False
LATC630612FPDUJR65,v-025656,07:00:00,,False
LATC630612FPDUJR65,v-025657,07:00:00,,True
LATC630612FPDUJR65,v-025658,,15:00:00,True
LATC630612FPDUJR65,v-025659,07:00:00,,True
LATC630612FPDUJR65,v-025660,,15:00:00,True
LATC630612FPDUJR65,v-025661,07:00:00,,True
LATC630612FPDUJR65,v-025662,,15:00:00,True
LATC630612FPDUJR65,v-025663,07:00:00,,False
LATC630612FPDUJR65,v-025664,07:00:00,,True
LATC630612FPDUJR65,v-025665,,15:00:00,True
LATC630612FPDUJR65,v-025666,07:00:00,,True
LATC630612FPDUJR65,v-025667,,15:00:00,True
LATC630612FPDUJR65,v-025668,07:00:00,,True
LATC630612FPDUJR65,v-025669,,15:00:00,True
LATC630612FPDUJR65,v-025670,07:00:00,,False
LATC630612FPDUJR65,v-025671,07:00:00,,False
LATC630612FPDUJR65,v-025672,07:00:00,,True
LATC630612FPDUJR65,v-025673,,15:00:00,True
LATC630612FPDUJR65,v-025674,07:00:00,,True
LATC630612FPDUJR65,v-025675,,15:00:00,True
LATC630612FPDUJR65,v-025676,07:00:00,,False
LATC630612FPDUJR65,v-025677,07:00:00,,False
LATC630612FPDUJR65,v-025678,07:00:00,,True
LATC630612FPDUJR65,v-025679,,15:00:00,True
LATC630612FPDUJR65,v-025680,07:00:00,,True
LATC630612FPDUJR65,v-025681,,15:00:00,True
LATC630612FPDUJR65,v-025682,07:00:00,,False
LATC630612FPDUJR65,v-025683,07:00:00,,False
LATC630612FPDUJR65,v-025684,07:00:00,,False
LATC630612FPDUJR65,v-025685,07:00:00,,False
LATC630612FPDUJR65,v-025686,07:00:00,,False
LATC630612FPDUJR65,v-025687,07:00:00,,False
LATC630612FPDUJR65,v-025688,07:00:00,,True
LATC630612FPDUJR65,v-025689,,15:00:00,True
LATC630612FPDUJR65,v-025690,07:00:00,,False
LATC630612FPDUJR65,v-025691,07:00:00,,True
LATC630612FPDUJR65,v-025692,,15:00:00,True
LATC630612FPDUJR65,v-025693,07:00:00,,True
LATC630612FPDUJR65,v-025694,,15:00:00,True
LATC630612FPDUJR65,v-025695,07:00:00,,False
LATC630612FPDUJR65,v-025696,07:00:00,,True
LATC630612FPDUJR65,v-025697,,15:00:00,True
URGU820107MHOQUG16,v-025698,08:00:00,,True
URGU820107MHOQUG16,v-025699,,15:00:00,True
URGU820107MHOQUG16,v-025700,08:00:00,,True
URGU820107MHOQUG16,v-025701,,15:00:00,True
URGU820107MHOQUG16,v-025702,08:00:00,,True
URGU820107MHOQUG16,v-025703,,15:00:00,True
URGU820107MHOQUG16,v-025704,08:00:00,,True
URGU820107MHOQUG16,v-025705,,15:00:00,True
URGU820107MHOQUG16,v-025706,08:00:00,,True
URGU820107MHOQUG16,v-025707,,15:00:00,True
URGU820107MHOQUG16,v-025708,08:00:00,,True
URGU820107MHOQUG16,v-025709,,15:00:00,True
URGU820107MHOQUG16,v-025710,08:00:00,,False
URGU820107MHOQUG16,v-025711,08:00:00,,False
URGU820107MHOQUG16,v-025712,08:00:00,,True
URGU820107MHOQUG16,v-025713,,15:00:00,True
URGU820107MHOQUG16,v-025714,08:00:00,,False
MUSM970726FBHFQL03,v-025715,07:00:00,,True
MUSM970726FBHFQL03,v-025716,,15:00:00,True
MUSM970726FBHFQL03,v-025717,07:00:00,,True
MUSM970726FBHFQL03,v-025718,,15:00:00,True
MUSM970726FBHFQL03,v-025719,07:00:00,,False
MUSM970726FBHFQL03,v-025720,07:00:00,,False
MUSM970726FBHFQL03,v-025721,07:00:00,,True
MUSM970726FBHFQL03,v-025722,,15:00:00,True
MUSM970726FBHFQL03,v-025723,07:00:00,,False
MUSM970726FBHFQL03,v-025724,07:00:00,,True
MUSM970726FBHFQL03,v-025725,,15:00:00,True
MUSM970726FBHFQL03,v-025726,07:00:00,,False
MUSM970726FBHFQL03,v-025727,07:00:00,,True
MUSM970726FBHFQL03,v-025728,,15:00:00,True
MUSM970726FBHFQL03,v-025729,07:00:00,,True
MUSM970726FBHFQL03,v-025730,,15:00:00,True
MUSM970726FBHFQL03,v-025731,07:00:00,,False
MUSM970726FBHFQL03,v-025732,07:00:00,,True
MUSM970726FBHFQL03,v-025733,,15:00:00,True
MUSM970726FBHFQL03,v-025734,07:00:00,,True
MUSM970726FBHFQL03,v-025735,,15:00:00,True
MUSM970726FBHFQL03,v-025736,07:00:00,,True
MUSM970726FBHFQL03,v-025737,,15:00:00,True
MUSM970726FBHFQL03,v-025738,07:00:00,,True
MUSM970726FBHFQL03,v-025739,,15:00:00,True
MUSM970726FBHFQL03,v-025740,07:00:00,,False
MUSM970726FBHFQL03,v-025741,07:00:00,,True
MUSM970726FBHFQL03,v-025742,,15:00:00,True
MUSM970726FBHFQL03,v-025743,07:00:00,,False
MUSM970726FBHFQL03,v-025744,07:00:00,,False
MUSM970726FBHFQL03,v-025745,07:00:00,,True
MUSM970726FBHFQL03,v-025746,,15:00:00,True
MUSM970726FBHFQL03,v-025747,07:00:00,,True
MUSM970726FBHFQL03,v-025748,,15:00:00,True
MUSM970726FBHFQL03,v-025749,07:00:00,,True
MUSM970726FBHFQL03,v-025750,,15:00:00,True
MUSM970726FBHFQL03,v-025751,07:00:00,,False
MUSM970726FBHFQL03,v-025752,07:00:00,,False
MUSM970726FBHFQL03,v-025753,07:00:00,,True
MUSM970726FBHFQL03,v-025754,,15:00:00,True
MUSM970726FBHFQL03,v-025755,07:00:00,,False
COGT011112FODJAM06,v-025756,08:00:00,,False
COGT011112FODJAM06,v-025757,08:00:00,,False
COGT011112FODJAM06,v-025758,08:00:00,,True
COGT011112FODJAM06,v-025759,,14:00:00,True
COGT011112FODJAM06,v-025760,08:00:00,,True
COGT011112FODJAM06,v-025761,,14:00:00,True
COGT011112FODJAM06,v-025762,08:00:00,,True
COGT011112FODJAM06,v-025763,,14:00:00,True
COGT011112FODJAM06,v-025764,08:00:00,,True
COGT011112FODJAM06,v-025765,,14:00:00,True
COGT011112FODJAM06,v-025766,08:00:00,,False
COGT011112FODJAM06,v-025767,08:00:00,,True
COGT011112FODJAM06,v-025768,,14:00:00,True
COGT011112FODJAM06,v-025769,08:00:00,,True
COGT011112FODJAM06,v-025770,,14:00:00,True
COGT011112FODJAM06,v-025771,08:00:00,,True
COGT011112FODJAM06,v-025772,,14:00:00,True
COGT011112FODJAM06,v-025773,08:00:00,,True
COGT011112FODJAM06,v-025774,,14:00:00,True
COGT011112FODJAM06,v-025775,08:00:00,,True
COGT011112FODJAM06,v-025776,,14:00:00,True
COGT011112FODJAM06,v-025777,08:00:00,,True
COGT011112FODJAM06,v-025778,,14:00:00,True
COGT011112FODJAM06,v-025779,08:00:00,,True
COGT011112FODJAM06,v-025780,,14:00:00,True
COGT011112FODJAM06,v-025781,08:00:00,,False
COGT011112FODJAM06,v-025782,08:00:00,,True
COGT011112FODJAM06,v-025783,,14:00:00,True
COGT011112FODJAM06,v-025784,08:00:00,,False
COGT011112FODJAM06,v-025785,08:00:00,,True
COGT011112FODJAM06,v-025786,,14:00:00,True
COGT011112FODJAM06,v-025787,08:00:00,,True
COGT011112FODJAM06,v-025788,,14:00:00,True
COGT011112FODJAM06,v-025789,08:00:00,,True
COGT011112FODJAM06,v-025790,,14:00:00,True
COGT011112FODJAM06,v-025791,08:00:00,,False
COGT011112FODJAM06,v-025792,08:00:00,,True
COGT011112FODJAM06,v-025793,,14:00:00,True
COGT011112FODJAM06,v-025794,08:00:00,,True
COGT011112FODJAM06,v-025795,,14:00:00,True
COGT011112FODJAM06,v-025796,08:00:00,,True
COGT011112FODJAM06,v-025797,,14:00:00,True
COGT011112FODJAM06,v-025798,08:00:00,,True
COGT011112FODJAM06,v-025799,,14:00:00,True
LALA010605MASWNQ25,v-025800,08:00:00,,True
LALA010605MASWNQ25,v-025801,,14:00:00,True
LALA010605MASWNQ25,v-025802,08:00:00,,True
LALA010605MASWNQ25,v-025803,,14:00:00,True
LALA010605MASWNQ25,v-025804,08:00:00,,True
LALA010605MASWNQ25,v-025805,,14:00:00,True
LALA010605MASWNQ25,v-025806,08:00:00,,False
LALA010605MASWNQ25,v-025807,08:00:00,,True
LALA010605MASWNQ25,v-025808,,14:00:00,True
LALA010605MASWNQ25,v-025809,08:00:00,,False
LALA010605MASWNQ25,v-025810,08:00:00,,True
LALA010605MASWNQ25,v-025811,,14:00:00,True
PEAD010803MTBDDI63,v-025812,07:00:00,,True
PEAD010803MTBDDI63,v-025813,,15:00:00,True
PEAD010803MTBDDI63,v-025814,07:00:00,,True
PEAD010803MTBDDI63,v-025815,,15:00:00,True
PEAD010803MTBDDI63,v-025816,07:00:00,,True
PEAD010803MTBDDI63,v-025817,,15:00:00,True
PEAD010803MTBDDI63,v-025818,07:00:00,,True
PEAD010803MTBDDI63,v-025819,,15:00:00,True
PEAD010803MTBDDI63,v-025820,07:00:00,,False
PEAD010803MTBDDI63,v-025821,07:00:00,,False
PEAD010803MTBDDI63,v-025822,07:00:00,,True
PEAD010803MTBDDI63,v-025823,,15:00:00,True
PEAD010803MTBDDI63,v-025824,07:00:00,,True
PEAD010803MTBDDI63,v-025825,,15:00:00,True
PEAD010803MTBDDI63,v-025826,07:00:00,,True
PEAD010803MTBDDI63,v-025827,,15:00:00,True
PEAD010803MTBDDI63,v-025828,07:00:00,,True
PEAD010803MTBDDI63,v-025829,,15:00:00,True
PEAD010803MTBDDI63,v-025830,07:00:00,,False
PEAD010803MTBDDI63,v-025831,07:00:00,,False
PEAD010803MTBDDI63,v-025832,07:00:00,,True
PEAD010803MTBDDI63,v-025833,,15:00:00,True
PEAD010803MTBDDI63,v-025834,07:00:00,,False
PEAD010803MTBDDI63,v-025835,07:00:00,,False
PEAD010803MTBDDI63,v-025836,07:00:00,,False
PEAD010803MTBDDI63,v-025837,07:00:00,,True
PEAD010803MTBDDI63,v-025838,,15:00:00,True
PEAD010803MTBDDI63,v-025839,07:00:00,,True
PEAD010803MTBDDI63,v-025840,,15:00:00,True
PEAD010803MTBDDI63,v-025841,07:00:00,,True
PEAD010803MTBDDI63,v-025842,,15:00:00,True
PEAD010803MTBDDI63,v-025843,07:00:00,,True
PEAD010803MTBDDI63,v-025844,,15:00:00,True
PEAD010803MTBDDI63,v-025845,07:00:00,,True
PEAD010803MTBDDI63,v-025846,,15:00:00,True
PEAD010803MTBDDI63,v-025847,07:00:00,,True
PEAD010803MTBDDI63,v-025848,,15:00:00,True
PEAD010803MTBDDI63,v-025849,07:00:00,,True
PEAD010803MTBDDI63,v-025850,,15:00:00,True
PEAD010803MTBDDI63,v-025851,07:00:00,,True
PEAD010803MTBDDI63,v-025852,,15:00:00,True
PEAD010803MTBDDI63,v-025853,07:00:00,,False
PEAD010803MTBDDI63,v-025854,07:00:00,,True
PEAD010803MTBDDI63,v-025855,,15:00:00,True
PEAD010803MTBDDI63,v-025856,07:00:00,,True
PEAD010803MTBDDI63,v-025857,,15:00:00,True
PEAD010803MTBDDI63,v-025858,07:00:00,,True
PEAD010803MTBDDI63,v-025859,,15:00:00,True
PEAD010803MTBDDI63,v-025860,07:00:00,,True
PEAD010803MTBDDI63,v-025861,,15:00:00,True
PEAD010803MTBDDI63,v-025862,07:00:00,,False
PEAD010803MTBDDI63,v-025863,07:00:00,,True
PEAD010803MTBDDI63,v-025864,,15:00:00,True
PEAD010803MTBDDI63,v-025865,07:00:00,,True
PEAD010803MTBDDI63,v-025866,,15:00:00,True
PEAD010803MTBDDI63,v-025867,07:00:00,,False
PEAD010803MTBDDI63,v-025868,07:00:00,,True
PEAD010803MTBDDI63,v-025869,,15:00:00,True
PEAD010803MTBDDI63,v-025870,07:00:00,,True
PEAD010803MTBDDI63,v-025871,,15:00:00,True
PEAD010803MTBDDI63,v-025872,07:00:00,,False
PEAD010803MTBDDI63,v-025873,07:00:00,,False
PEAD010803MTBDDI63,v-025874,07:00:00,,True
PEAD010803MTBDDI63,v-025875,,15:00:00,True
PEAD010803MTBDDI63,v-025876,07:00:00,,True
PEAD010803MTBDDI63,v-025877,,15:00:00,True
PEAD010803MTBDDI63,v-025878,07:00:00,,False
PEAD010803MTBDDI63,v-025879,07:00:00,,True
PEAD010803MTBDDI63,v-025880,,15:00:00,True
PEAD010803MTBDDI63,v-025881,07:00:00,,False
PEAD010803MTBDDI63,v-025882,07:00:00,,False
PEAD010803MTBDDI63,v-025883,07:00:00,,False
PEAD010803MTBDDI63,v-025884,07:00:00,,True
PEAD010803MTBDDI63,v-025885,,15:00:00,True
PEAD010803MTBDDI63,v-025886,07:00:00,,True
PEAD010803MTBDDI63,v-025887,,15:00:00,True
HEMN820217MBNPGZ39,v-025888,07:00:00,,True
HEMN820217MBNPGZ39,v-025889,,15:00:00,True
HEMN820217MBNPGZ39,v-025890,07:00:00,,False
HEMN820217MBNPGZ39,v-025891,07:00:00,,True
HEMN820217MBNPGZ39,v-025892,,15:00:00,True
HEMN820217MBNPGZ39,v-025893,07:00:00,,False
HEMN820217MBNPGZ39,v-025894,07:00:00,,True
HEMN820217MBNPGZ39,v-025895,,15:00:00,True
HEMN820217MBNPGZ39,v-025896,07:00:00,,False
HEMN820217MBNPGZ39,v-025897,07:00:00,,True
HEMN820217MBNPGZ39,v-025898,,15:00:00,True
HEMN820217MBNPGZ39,v-025899,07:00:00,,True
HEMN820217MBNPGZ39,v-025900,,15:00:00,True
HEMN820217MBNPGZ39,v-025901,07:00:00,,False
HEMN820217MBNPGZ39,v-025902,07:00:00,,True
HEMN820217MBNPGZ39,v-025903,,15:00:00,True
HEMN820217MBNPGZ39,v-025904,07:00:00,,True
HEMN820217MBNPGZ39,v-025905,,15:00:00,True
HEMN820217MBNPGZ39,v-025906,07:00:00,,True
HEMN820217MBNPGZ39,v-025907,,15:00:00,True
HEMN820217MBNPGZ39,v-025908,07:00:00,,True
HEMN820217MBNPGZ39,v-025909,,15:00:00,True
HEMN820217MBNPGZ39,v-025910,07:00:00,,True
HEMN820217MBNPGZ39,v-025911,,15:00:00,True
HEMN820217MBNPGZ39,v-025912,07:00:00,,False
HEMN820217MBNPGZ39,v-025913,07:00:00,,False
HEMN820217MBNPGZ39,v-025914,07:00:00,,False
HEMN820217MBNPGZ39,v-025915,07:00:00,,True
HEMN820217MBNPGZ39,v-025916,,15:00:00,True
HEMN820217MBNPGZ39,v-025917,07:00:00,,True
HEMN820217MBNPGZ39,v-025918,,15:00:00,True
HEMN820217MBNPGZ39,v-025919,07:00:00,,True
HEMN820217MBNPGZ39,v-025920,,15:00:00,True
HEMN820217MBNPGZ39,v-025921,07:00:00,,True
HEMN820217MBNPGZ39,v-025922,,15:00:00,True
HEMN820217MBNPGZ39,v-025923,07:00:00,,True
HEMN820217MBNPGZ39,v-025924,,15:00:00,True
HEMN820217MBNPGZ39,v-025925,07:00:00,,True
HEMN820217MBNPGZ39,v-025926,,15:00:00,True
HEMN820217MBNPGZ39,v-025927,07:00:00,,False
HEMN820217MBNPGZ39,v-025928,07:00:00,,True
HEMN820217MBNPGZ39,v-025929,,15:00:00,True
HEMN820217MBNPGZ39,v-025930,07:00:00,,True
HEMN820217MBNPGZ39,v-025931,,15:00:00,True
HEMN820217MBNPGZ39,v-025932,07:00:00,,False
HEMN820217MBNPGZ39,v-025933,07:00:00,,True
HEMN820217MBNPGZ39,v-025934,,15:00:00,True
HEMN820217MBNPGZ39,v-025935,07:00:00,,True
HEMN820217MBNPGZ39,v-025936,,15:00:00,True
HEMN820217MBNPGZ39,v-025937,07:00:00,,True
HEMN820217MBNPGZ39,v-025938,,15:00:00,True
HEMN820217MBNPGZ39,v-025939,07:00:00,,False
HEMN820217MBNPGZ39,v-025940,07:00:00,,True
HEMN820217MBNPGZ39,v-025941,,15:00:00,True
HEMN820217MBNPGZ39,v-025942,07:00:00,,True
HEMN820217MBNPGZ39,v-025943,,15:00:00,True
HEMN820217MBNPGZ39,v-025944,07:00:00,,True
HEMN820217MBNPGZ39,v-025945,,15:00:00,True
HEMN820217MBNPGZ39,v-025946,07:00:00,,True
HEMN820217MBNPGZ39,v-025947,,15:00:00,True
HEMN820217MBNPGZ39,v-025948,07:00:00,,False
HEMN820217MBNPGZ39,v-025949,07:00:00,,False
HEMN820217MBNPGZ39,v-025950,07:00:00,,True
HEMN820217MBNPGZ39,v-025951,,15:00:00,True
HEMN820217MBNPGZ39,v-025952,07:00:00,,False
TOGD020522MTGBMO74,v-025953,07:00:00,,False
TOGD020522MTGBMO74,v-025954,07:00:00,,False
TOGD020522MTGBMO74,v-025955,07:00:00,,True
TOGD020522MTGBMO74,v-025956,,15:00:00,True
TOGD020522MTGBMO74,v-025957,07:00:00,,True
TOGD020522MTGBMO74,v-025958,,15:00:00,True
TOGD020522MTGBMO74,v-025959,07:00:00,,False
TOGD020522MTGBMO74,v-025960,07:00:00,,False
TOGD020522MTGBMO74,v-025961,07:00:00,,False
TOGD020522MTGBMO74,v-025962,07:00:00,,False
TOGD020522MTGBMO74,v-025963,07:00:00,,True
TOGD020522MTGBMO74,v-025964,,15:00:00,True
TOGD020522MTGBMO74,v-025965,07:00:00,,True
TOGD020522MTGBMO74,v-025966,,15:00:00,True
TOGD020522MTGBMO74,v-025967,07:00:00,,False
TOGD020522MTGBMO74,v-025968,07:00:00,,True
TOGD020522MTGBMO74,v-025969,,15:00:00,True
TOGD020522MTGBMO74,v-025970,07:00:00,,True
TOGD020522MTGBMO74,v-025971,,15:00:00,True
TOGD020522MTGBMO74,v-025972,07:00:00,,True
TOGD020522MTGBMO74,v-025973,,15:00:00,True
TOGD020522MTGBMO74,v-025974,07:00:00,,False
TOGD020522MTGBMO74,v-025975,07:00:00,,False
TOGD020522MTGBMO74,v-025976,07:00:00,,False
TOGD020522MTGBMO74,v-025977,07:00:00,,True
TOGD020522MTGBMO74,v-025978,,15:00:00,True
TOGD020522MTGBMO74,v-025979,07:00:00,,True
TOGD020522MTGBMO74,v-025980,,15:00:00,True
TOGD020522MTGBMO74,v-025981,07:00:00,,True
TOGD020522MTGBMO74,v-025982,,15:00:00,True
TOGD020522MTGBMO74,v-025983,07:00:00,,True
TOGD020522MTGBMO74,v-025984,,15:00:00,True
TOGD020522MTGBMO74,v-025985,07:00:00,,True
TOGD020522MTGBMO74,v-025986,,15:00:00,True
DELM040210FTRZFB35,v-025987,08:00:00,,True
DELM040210FTRZFB35,v-025988,,15:00:00,True
DELM040210FTRZFB35,v-025989,08:00:00,,False
DELM040210FTRZFB35,v-025990,08:00:00,,False
DELM040210FTRZFB35,v-025991,08:00:00,,True
DELM040210FTRZFB35,v-025992,,15:00:00,True
DELM040210FTRZFB35,v-025993,08:00:00,,True
DELM040210FTRZFB35,v-025994,,15:00:00,True
DELM040210FTRZFB35,v-025995,08:00:00,,True
DELM040210FTRZFB35,v-025996,,15:00:00,True
DELM040210FTRZFB35,v-025997,08:00:00,,True
DELM040210FTRZFB35,v-025998,,15:00:00,True
DELM040210FTRZFB35,v-025999,08:00:00,,True
DELM040210FTRZFB35,v-026000,,15:00:00,True
DELM040210FTRZFB35,v-026001,08:00:00,,False
DELM040210FTRZFB35,v-026002,08:00:00,,True
